mean_C,std_C,var_C,skew_C,minIat,maxIat,meanIat,medianIat,stdIat,varIat,fquanIat,lquanIat,skewIat,minOIat,maxOIat,meanOIat,medianOIat,stdOIat,varOIat,fquanOIat,lquanOIat,skewOIat,minIIat,maxIIat,meanIIat,medianIIat,stdIIat,varIIat,fquanIIat,lquanIIat,skewIIat,max_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,max_OB,mean_OB,median_OB,std_OB,var_OB,fquan_OB,lquan_OB,skew_OB,max_IB,mean_IB,median_IB,std_IB,var_IB,fquan_IB,lquan_IB,skew_IB,f30_max_B,f30_mean_B,f30_median_B,f30_std_B,f30_var_B,f30_fquan_B,f30_lquan_B,f30_skew_B,f30_min_OB,f30_max_OB,f30_mean_OB,f30_median_OB,f30_std_OB,f30_var_OB,f30_fquan_OB,f30_lquan_OB,f30_skew_OB,f30_min_IB,f30_max_IB,f30_mean_IB,f30_median_IB,f30_std_IB,f30_var_IB,f30_fquan_IB,f30_lquan_IB,f30_skew_IB,incoming_preposition,len_incoming_preposition,max_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,f30In,f30Out,l30In,l30Out,percf30In,percf30Out,percl30In,percl30Out,ntp,nop,nip,dura,pps,opps,ipps,bps,obps,ibps,label
-0.27391304347826084,0.9617544617065609,0.9249716446124766,0.5696111728813249,-8.708473920822144,6.947603940963745,0.0025287628173828124,0.009649395942687988,1.3108389387594215,1.718298723367926,4.309415817260742e-05,0.07018405199050903,-2.4826018656885407,-8.826048851013184,1.8814759254455566,-0.002844782562943192,0.05555391311645508,1.254334830330407,1.573355866580011,0.01674950122833252,0.16481006145477295,-4.956571066190994,-8.689538955688477,2.0046000480651855,-0.0013713520020246506,0.03836095333099365,1.1694191581431166,1.3675411674321556,0.01156759262084961,0.1306213140487671,-5.02518318070449,10,2.6136363636363638,2.0,1.711802732513686,2.9302685950413223,1.0,3.0,1.6378425108026016,6,1.8977272727272727,2.0,0.9419488107022967,0.8872675619834712,1.0,2.0,1.428344520370089,10,3.3295454545454546,3.0,1.9870123238688306,3.9482179752066107,2.0,5.0,1.1042648740116188,3,2.5,3.0,0.6454972243679028,0.4166666666666667,2.0,3.0,-0.92951600308978,2,3,2.5,2.5,0.5,0.25,2.0,3.0,0.0,1,3,2.5,3.0,0.7637626158259734,0.5833333333333334,2.25,3.0,-1.1222634354993892,110,55,459,235.33105802047783,242.0,125.53126539517298,15758.098591713355,124.0,336.0,-0.06852316924998397,458,219.2694610778443,194.0,144.0793791994122,20758.867510488006,81.0,368.0,0.13107062482113818,16,10.4375,11.5,3.88858505757557,15.12109375,7.0,14.0,-0.3378876008471712,15,15,17,13,0.5,0.5,0.5666666666666667,0.43333333333333335,460,460,460,9.467724084854126,48.5861222694353,48.5861222694353,48.5861222694353,48.5861222694353,17.638874823903684,30.947247445531616,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.9936908517350158,0.11215387277369825,0.012578491178138893,17.7201344395849,-7.978974103927612,5.561639070510864,0.031360313296318054,0.002565622329711914,1.3496896899749407,1.8216622592246516,2.002716064453125e-05,0.08843940496444702,-1.9427509534935115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7.978974103927612,5.561639070510864,0.03153951508658273,0.009245872497558594,1.330817181519172,1.7710743706266332,2.1457672119140625e-05,0.0998455286026001,-1.9312688485567935,316,158.5,158.5,157.5,24806.25,79.75,237.25,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0,316,316.0,316.0,0.0,0.0,316.0,316.0,0,29,15.0,15.0,14.0,196.0,8.0,22.0,0.0,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,29,29,29.0,29.0,0.0,0.0,29.0,29.0,0,1,1,316,158.5,158.5,91.22088576636384,8321.25,79.75,237.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.09090909090909091,0.0,0.2874797872880344,0.08264462809917353,0.0,0.0,2.8460498941515415,29,1,30,0,0.9666666666666667,0.03333333333333333,1.0,0.0,317,317,317,11.601834058761597,27.32326616588733,27.32326616588733,27.32326616588733,27.32326616588733,0.08619326866210514,27.237072897225225,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.8080495356037152,0.5891145457469373,0.3470559480106203,2.743267982219623,-6.870150089263916,4.214365005493164,-0.02056297328737047,0.0027730464935302734,1.032919581482197,1.066922861809357,2.6702880859375e-05,0.05673623085021973,-2.958797950609899,-9.170714855194092,6.252955913543701,-0.007950798670450846,0.07549905776977539,2.9092344024327237,8.463644808298087,0.015282034873962402,0.2110600471496582,-1.4001044561717975,-6.870150089263916,3.7013020515441895,-0.017448756752944574,0.004063010215759277,1.0637076481020429,1.1314739606307793,2.6702880859375e-05,0.06833171844482422,-3.236883453043551,251,12.423076923076923,2.5,47.75190135314233,2280.2440828402364,2.0,3.0,4.788175126845403,3,2.3846153846153846,3.0,0.737820234355803,0.5443786982248521,2.0,3.0,-0.7479321373786375,251,22.46153846153846,2.0,66.01819724033598,4358.402366863906,2.0,6.0,3.167830478044634,8,4.285714285714286,3.0,2.762725657973388,7.632653061224489,2.0,7.0,0.3119117188846962,1,3,2.0,2.0,0.7071067811865476,0.5,1.75,2.25,0.0,6,8,7.333333333333333,8.0,0.9428090415820634,0.888888888888889,7.0,8.0,-0.7071067811865465,29,12,322,171.9041095890411,174.5,88.54337446242643,7839.92916119347,101.75,247.25,-0.140574051035838,321,58.29032258064516,43.0,71.20084882983832,5069.5608740894895,31.0,58.5,3.149508063410155,16,2.8181818181818183,0.0,4.876999484000603,23.785123966942148,0.0,3.5,1.7890095025114223,22,8,28,2,0.7333333333333333,0.26666666666666666,0.9333333333333333,0.06666666666666667,323,323,323,9.17073392868042,35.22073614957408,35.22073614957408,35.22073614957408,35.22073614957408,3.3803183301448807,31.8404178194292,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.3380281690140845,0.9411359928049641,0.8857369569529855,0.7183407532988395,-7.0610268115997314,4.153732061386108,0.02428206881961307,0.01034998893737793,0.9733147091982906,0.9473415231417529,3.552436828613281e-05,0.06705403327941895,-2.571955301921499,-7.0610268115997314,3.2179770469665527,0.04722881678378943,0.052731990814208984,1.030896546972886,1.0627476905606195,0.0030413269996643066,0.11832475662231445,-4.477034925645845,-7.824609994888306,2.8393430709838867,0.04949986493145978,0.047637939453125,1.1123847107785525,1.2373997447738838,0.002373933792114258,0.1205291748046875,-4.13588598588946,8,2.6055045871559632,2.0,1.8672373186361175,3.4865752041073983,1.0,3.0,1.3520784354323756,6,1.709090909090909,1.0,1.038753225969869,1.0790082644628098,1.0,2.0,1.7705563525710784,8,3.5185185185185186,3.0,2.070433312499805,4.286694101508915,2.0,5.0,0.7811712423667423,6,2.727272727272727,2.0,1.6006197146962735,2.56198347107438,1.5,3.5,0.7156319111513022,1,6,3.0,2.5,1.632993161855452,2.6666666666666665,2.0,3.75,0.6889189901577688,1,5,2.4,2.0,1.4966629547095764,2.2399999999999998,1.0,3.0,0.73019589308216,94,55,282,154.04736842105262,161.0,79.1243715759267,6260.666177285318,90.25,223.5,-0.16035637478862638,283,116.13829787234043,108.0,81.79718055067015,6690.778746038932,48.0,171.75,0.37568483618494314,18,9.4,7.0,4.498888751680798,20.240000000000002,6.0,12.75,0.6133266879556708,12,18,23,7,0.4,0.6,0.7666666666666667,0.23333333333333334,284,284,284,8.28146505355835,34.29344906526798,34.29344906526798,34.29344906526798,34.29344906526798,11.350648634278837,22.942800430989138,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.24079320113314448,0.9705764443298904,0.942018634288053,0.4961859574067737,-6.2928619384765625,4.995254993438721,-0.005207144108015238,0.011502981185913086,1.228222207510423,1.5085297910217765,3.9577484130859375e-05,0.09148091077804565,-1.0269983609383995,-9.559709072113037,3.6152048110961914,-0.009230934163575531,0.06413507461547852,1.581564429034354,2.501346043186762,0.0012900829315185547,0.27629780769348145,-3.073079777061028,-9.838966131210327,4.42520809173584,-0.005505449771881103,0.055718064308166504,1.7331488307239704,3.0038048694398656,0.00614553689956665,0.14793801307678223,-2.5063609024223785,8,2.5579710144927534,2.0,1.719530252427945,2.9567842890149123,1.0,3.0,1.2827408531984392,6,1.9420289855072463,2.0,1.2144547052253114,1.4749002310438981,1.0,2.0,1.7129824830468083,8,3.1739130434782608,3.0,1.9183063313361504,3.67989918084436,2.0,4.0,0.8359164278732621,5,1.7647058823529411,1.0,1.0588235294117647,1.1211072664359862,1.0,2.0,1.6687242798353912,1,5,2.111111111111111,2.0,1.286204100310025,1.654320987654321,1.0,3.0,1.0456676017111688,1,2,1.375,1.0,0.4841229182759271,0.234375,1.0,2.0,0.5163977794943223,116,61,352,187.32876712328766,199.0,98.08844971235483,9621.343966973163,104.5,274.5,-0.16161343111523674,351,157.48507462686567,149.0,105.25149235476368,11077.876642904877,68.5,246.75,0.2865817487972005,19,11.166666666666666,11.0,3.3124344857252983,10.972222222222221,9.25,13.0,0.6789402650440324,11,19,18,12,0.36666666666666664,0.6333333333333333,0.6,0.4,353,353,353,13.198791980743408,26.74487184243945,26.74487184243945,26.74487184243945,26.74487184243945,10.152444268801379,16.592427573638073,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.9932885906040269,0.11566233516519522,0.013377775775865956,17.175662054295515,-5.933747053146362,6.8499109745025635,-0.005006579976332815,0.0013915300369262695,1.1730368715596282,1.3760155020384,3.123283386230469e-05,0.05672717094421387,-0.9769214846103114,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5.933706998825073,6.847130060195923,-0.005115767977885063,0.0012559890747070312,1.1235233442563841,1.2623047050890492,2.86102294921875e-05,0.05240499973297119,-1.0722732261286596,297,149.0,149.0,148.0,21904.0,75.0,223.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0,297,297.0,297.0,0.0,0.0,297.0,297.0,0,29,15.0,15.0,14.0,196.0,8.0,22.0,0.0,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,29,29,29.0,29.0,0.0,0.0,29.0,29.0,0,1,1,297,149.0,149.0,85.73602898820698,7350.666666666667,75.0,223.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.1,0.0,0.30000000000000004,0.09000000000000001,0.0,0.0,2.6666666666666665,29,1,30,0,0.9666666666666667,0.03333333333333333,1.0,0.0,298,298,298,10.073023080825806,29.583968745911918,29.583968745911918,29.583968745911918,29.583968745911918,0.09927506290574468,29.48469368300617,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.9942528735632183,0.1070571035068802,0.011461223411282863,18.574253197487664,-6.458615064620972,6.881133079528809,-0.00821055380951071,0.005700826644897461,1.2068102436774288,1.456390964244775,3.218650817871094e-05,0.07697296142578125,-1.6469178062075769,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6.458615064620972,6.743021011352539,-0.008249075907581258,0.0055599212646484375,1.212391848768458,1.4698939949601997,3.212690353393555e-05,0.07778418064117432,-1.7563644133250667,347,174.0,174.0,173.0,29929.0,87.5,260.5,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0,347,347.0,347.0,0.0,0.0,347.0,347.0,0,29,15.0,15.0,14.0,196.0,8.0,22.0,0.0,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,29,29,29.0,29.0,0.0,0.0,29.0,29.0,0,1,1,347,174.0,174.0,100.16985574512923,10034.0,87.5,260.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.08333333333333333,0.0,0.2763853991962833,0.07638888888888887,0.0,0.0,3.015113445777637,29,1,30,0,0.9666666666666667,0.03333333333333333,1.0,0.0,348,348,348,13.310152053833008,26.14545638490916,26.14545638490916,26.14545638490916,26.14545638490916,0.07513062179571597,26.070325763113445,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.8786127167630058,0.4775350185508181,0.22803969394233017,3.679783398626319,-10.498764991760254,12.398292064666748,0.022560776792807023,0.014014005661010742,2.0441996504035957,4.178752210710183,3.600120544433594e-05,0.06988215446472168,-0.26583691861371117,-0.24003005027770996,0.1336219310760498,0.006783449649810791,0.01572287082672119,0.06533113786491072,0.004268157574723972,0.013994276523590088,0.015812993049621582,-2.2829112316811435,-7.116312026977539,6.559781789779663,0.07053635878996416,0.015026450157165527,1.2274204898238803,1.5065610588394944,3.594160079956055e-05,0.09211951494216919,-1.1349094997786928,315,15.727272727272727,1.5,65.30848602675947,4265.198347107437,1.0,2.0,4.363955861061035,2,1.9090909090909092,2.0,0.28747978728803447,0.08264462809917356,2.0,2.0,-2.8460498941515424,315,29.545454545454547,1.0,90.26865320844283,8148.429752066115,1.0,1.0,2.846049894151541,2,1.5,1.5,0.5,0.25,1.0,2.0,0.0,2,2,2.0,2.0,0.0,0.0,2.0,2.0,0,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,21,11,345,182.69230769230768,183.0,94.3606702746147,8903.936094674556,102.0,264.0,-0.02046191764926876,30,14.761904761904763,15.0,9.086383124029274,82.56235827664399,7.0,22.0,0.007853140062272116,20,1.75,0.0,5.509461558688532,30.354166666666668,0.0,0.0,3.00194879414591,10,20,30,0,0.3333333333333333,0.6666666666666666,1.0,0.0,346,346,346,12.489078998565674,27.70420461266494,27.70420461266494,27.70420461266494,27.70420461266494,1.6814690660866005,26.022735546578343,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
-0.9870550161812298,0.16038202839305976,0.02572239503147223,12.308798262136749,-5.798858165740967,4.687878131866455,-0.00644378109676082,0.004585981369018555,1.3010054097768327,1.6926150762685845,3.165006637573242e-05,0.06911557912826538,-1.161047383126414,-1.0680789947509766,-1.0680789947509766,-1.0680789947509766,-1.0680789947509766,0.0,0.0,-1.0680789947509766,-1.0680789947509766,0,-5.798858165740967,7.668605089187622,-0.006523104361545892,0.004585981369018555,1.4319300498470149,2.050423667654875,2.9146671295166016e-05,0.06919461488723755,-0.08193447208623357,304,77.25,2.0,130.9167197114257,17139.1875,1.0,78.25,1.1545659945144038,1,1.0,1.0,0.0,0.0,1.0,1.0,0,304,153.5,153.5,150.5,22650.25,78.25,228.75,0.0,25,7.5,2.0,10.136567466356647,102.75,1.0,8.5,1.1327061022309128,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,3,25,14.0,14.0,11.0,121.0,8.5,19.5,0.0,2,2,308,154.9902280130293,155.0,88.63960943356153,7856.98036053433,78.5,231.5,-0.0006482490759718903,4,2.0,2.0,2.0,4.0,1.0,3.0,0.0,2,0.18181818181818182,0.0,0.5749595745760688,0.3305785123966941,0.0,0.0,2.8460498941515415,28,2,30,0,0.9333333333333333,0.06666666666666667,1.0,0.0,309,309,309,14.270366191864014,21.653263542471016,21.653263542471016,21.653263542471016,21.653263542471016,0.14015057309042728,21.51311296938059,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
0.03812316715542522,0.9992730478332935,0.9985466241260397,-0.0763018020711897,-7.932512044906616,7.7825868129730225,-0.0025265332564566897,0.006307482719421387,1.864378406332672,3.475906841999554,3.0279159545898438e-05,0.10536432266235352,-0.39291557268645594,-7.463881969451904,8.160430908203125,0.021089477815489838,0.029050111770629883,1.7841701385254056,3.183263083205765,4.792213439941406e-05,0.11896300315856934,0.15870591930514252,-9.633853912353516,8.256523847579956,0.05809389668352464,0.023647665977478027,1.622882955841896,2.6337490883621295,5.1975250244140625e-05,0.11924499273300171,-2.392858804747839,50,3.479591836734694,2.0,5.385599831744694,29.004685547688467,1.0,3.0,6.806255709569472,9,3.6122448979591835,3.0,1.977592089040921,3.9108704706372346,2.0,5.0,0.8464398544413573,50,3.3469387755102042,1.0,7.352775459337463,54.06330695543524,1.0,2.0,5.38291231459983,15,4.285714285714286,2.0,4.526565576501389,20.48979591836735,2.0,4.0,1.7819296973510097,2,3,2.25,2.0,0.4330127018922193,0.1875,2.0,2.25,1.1547005383792515,1,15,7.0,5.0,5.887840577551898,34.666666666666664,3.0,10.0,0.47033046033698594,177,49,340,179.2012195121951,172.0,116.22319674629254,13507.831461927424,66.75,299.25,-0.04409236403684017,290,161.47457627118644,169.0,77.46900731096925,6001.447093747006,100.0,227.0,-0.2752047745715616,26,14.75,16.5,8.437268515343103,71.1875,9.75,22.25,-0.5108714931903757,21,9,30,0,0.7,0.3,1.0,0.0,341,341,341,12.635518074035645,26.98741737394297,26.98741737394297,26.98741737394297,26.98741737394297,14.008131598791513,12.979285775151459,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
