max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
225,2,118.5,117.37662337662337,4317.117895091921,65.70477832769791,62.25,176.75,-0.11779889381058771,224,1,102.0,103.50704225352112,3873.4612180122995,62.23713696831096,47.5,142.5,0.2510227018917922,15,3,10.0,9.142857142857142,15.83673469387755,3.979539507766891,6.5,11.5,-0.3094806753320014,4.149913787841797,-1.1063859462738037,0.1345682144165039,0.22369263046666196,0.37723504934076874,0.6141946347378563,0.08993792533874512,0.1782289743423462,5.156929808601428,154,71,168098,70242,-536.0,770.04,2076.08,3382.12,1699.84,898.2,1176.24,2069.72,1835.68,4066.36,4495.6,4854.44,6127.52,5322.52,3515.44,1314.6,1975.36,1782.68,4160.72,2570.76,4948.8,7326.84,9704.88,7553.08,5175.04,7159.0,9537.04,11915.08,12193.12,10216.84,11157.2,10732.76,12233.28,14611.32,15917.36,15399.4,14426.56,14363.48,16741.52,19119.56,21497.6,23875.64,26253.68,28631.72,30606.24,28228.2,25850.16,25731.88,27137.92,28420.04,28938.0,29984.04,27861.92,25483.88,25458.16,25692.2,27633.76,25531.72,23153.68,23991.64,23866.4,25172.44,26478.48,28856.52,31234.56,33612.6,35990.64,38368.68,40746.72,43124.76,41657.2,40640.84,43018.88,45396.92,47774.96,49081.0,51459.04,53837.08,56215.12,58593.16,60971.2,63349.24,65727.28,68105.32,69411.36,70717.4,73095.44,75473.48,77851.52,80229.56,82607.6,84985.64,87363.68,89741.72,92119.76,94497.8,96875.84,98181.88,97252.08,97621.96,97856.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
157,1,86.0,83.44881889763779,2162.97178994358,46.50776053459874,44.0,124.5,-0.20820099496441194,156,14,51.5,60.166666666666664,1154.2055555555555,33.97360086236894,33.25,86.25,0.9684371309374601,15,1,4.0,5.8,22.959999999999997,4.791659420284375,4.0,5.0,1.1924029545979553,1.9096360206604004,0.008707046508789062,0.23587751388549805,0.39133310317993164,0.1937243739916605,0.4401413113894906,0.13528895378112793,0.502619206905365,2.2499874652810763,127,30,136500,36684,536.0,2262.48,3988.96,5715.44,7441.92,9168.4,10894.88,11549.36,13275.84,13930.32,15656.8,16311.28,15782.24,14055.76,13178.72,11674.8,9948.32,8221.84,6495.36,4768.88,3042.4,1315.92,2054.56,3781.04,5507.52,5042.0,4992.48,6585.04,8125.44,6580.08,5510.4,4199.12,3171.36,4897.84,6259.68,5510.8,6165.28,7891.76,9618.24,11344.72,13071.2,14797.68,15452.16,17178.64,18905.12,20631.6,22358.08,24084.56,23500.96,21774.48,22024.0,23750.48,24099.04,24516.56,24685.92,26412.4,25994.88,27721.36,29447.84,31174.32,32900.8,34627.28,36353.76,38080.24,39806.72,41533.2,43259.68,43914.16,45640.64,47367.12,49093.6,50820.08,52546.56,54273.04,55999.52,57726.0,59452.48,61178.96,62905.44,64631.92,66358.4,68084.88,69811.36,71537.84,73264.32,74990.8,76717.28,78443.76,80170.24,81896.72,83623.2,85349.68,87076.16,88802.64,90529.12,92255.6,93982.08,95708.56,97435.04,99161.52,99816.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
132,2,59.0,60.922077922077925,1152.2276943835386,33.94447958628234,31.0,88.0,0.1334969122327994,137,1,90.0,79.36666666666666,1901.2322222222224,43.603121702720124,41.75,119.25,-0.3670984668071523,16,9,10.5,11.5,7.25,2.692582403567252,9.75,12.25,0.9220734033619126,0.6461689472198486,0.013443231582641602,0.24636101722717285,0.27664546569188436,0.02071901254394199,0.14394100369228358,0.19013875722885132,0.30280637741088867,1.0573890987348749,77,60,55172,91762,-536.0,-144.02,-247.96,388.06,-1075.92,-2539.9,-2208.12,-2844.14,-3715.84,-3088.18,-2399.8,-1232.22,231.76,1695.74,3159.72,4516.3,3987.68,5451.66,5904.36,5512.38,5599.6,5991.58,7455.56,7847.54,6768.48,5304.5,3927.48,5391.46,5783.44,6175.42,7639.4,9103.38,10567.36,12031.34,13495.32,13887.3,14279.28,15743.26,15848.76,14384.78,12920.8,11456.82,10407.16,10672.86,11247.12,12711.1,13103.08,14420.94,14959.04,16423.02,15389.0,13925.02,13533.04,12069.06,10605.08,9141.1,7677.12,6213.14,4749.16,5142.82,6606.8,8070.78,7381.24,5917.26,5222.72,5133.3,3669.32,2205.34,741.36,-722.62,-2186.6,-3650.58,-5114.56,-6578.54,-8042.52,-9506.5,-10970.48,-12434.46,-12669.56,-11205.58,-11885.6,-11493.62,-11310.36,-12774.34,-14238.32,-15702.3,-17166.28,-18630.26,-20094.24,-21558.22,-23022.2,-24486.18,-25950.16,-27414.14,-28749.88,-29270.1,-30734.08,-32198.06,-33662.04,-35126.02,-36590.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
157,2,74.5,78.0625,1887.93359375,43.450357809228684,44.5,106.5,0.13612867810838633,149,1,84.0,79.97402597402598,2224.674650025299,47.166456831367974,35.0,124.0,-0.11994610609127371,23,9,15.0,15.4,21.440000000000005,4.6303347611160905,13.0,17.0,0.33652187921900706,0.8237829208374023,0.029695987701416016,0.15635299682617188,0.1870051033889191,0.015449835855329459,0.1242973686581074,0.13360857963562012,0.21160900592803955,2.8616151641845677,80,77,55818,113364,-536.0,-78.46,-379.08,-279.38,-1965.84,-2559.7,-2973.24,-3809.22,-2772.32,-2157.86,-1543.4,-2067.06,-2681.52,-4367.98,-6054.44,-6668.9,-7240.64,-7941.82,-7484.28,-8098.74,-7910.8,-7503.66,-7886.12,-9572.58,-11259.04,-12945.5,-13559.96,-15246.42,-15860.88,-15876.66,-15262.2,-13575.74,-11889.28,-10202.82,-9588.36,-7901.9,-6215.44,-5600.98,-3914.52,-2923.94,-4334.4,-6020.86,-7707.32,-7249.78,-7555.76,-6334.7,-5877.16,-4640.38,-4025.92,-5620.54,-6445.0,-6206.54,-5319.92,-7006.38,-8692.84,-10379.3,-12065.76,-13752.22,-15438.68,-17125.14,-17739.6,-17361.94,-15796.52,-16133.02,-15201.44,-16887.9,-18574.36,-20260.82,-21947.28,-23633.74,-25320.2,-25809.34,-26317.12,-28003.58,-29690.04,-31376.5,-33062.96,-34749.42,-36435.88,-35761.66,-36636.8,-38323.26,-38937.72,-40624.18,-42310.64,-43997.1,-45683.56,-47370.02,-49056.48,-50742.94,-52429.4,-54115.86,-55802.32,-57488.78,-59175.24,-60861.7,-61476.16,-62090.62,-60918.92,-59232.46,-57546.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
170,2,73.0,80.1826923076923,2424.707008136095,49.24131403746345,38.75,119.5,0.33009113271330015,161,1,105.5,93.87878787878788,2267.561065197429,47.61891499391212,58.0,130.5,-0.5418118133491999,17,7,10.0,11.8,15.76,3.9698866482558417,9.0,16.0,0.24396865820016397,0.5417430400848389,0.0019428730010986328,0.15074515342712402,0.2019876773098865,0.017200245014188344,0.13114970459054928,0.12869346141815186,0.2948145866394043,0.8906075359739798,104,66,84190,96608,-536.0,-194.62,102.76,-1699.86,-2709.52,-3006.9,-3891.72,-2573.66,-1843.04,-40.42,690.2,2492.82,4295.44,6098.06,7900.68,8631.3,8333.92,10136.54,10572.84,10569.78,12372.4,13103.02,14905.64,16708.26,16689.12,18169.5,18399.88,19630.74,19038.64,20339.98,22142.6,23625.22,25427.84,26158.46,27961.08,29763.7,31566.32,30015.06,28212.44,27713.82,28320.8,29424.58,30854.04,32656.66,34459.28,35189.9,35199.48,34468.86,32666.24,30863.62,29061.0,29358.38,27555.76,25753.14,23950.52,24247.9,24545.28,25497.34,25184.04,25134.58,24750.8,22948.18,21145.56,19342.94,17540.32,15737.7,13935.08,12132.46,11050.16,11423.22,9896.6,8093.98,6291.36,4488.74,2686.12,883.5,152.88,105.74,1863.64,2205.02,402.4,-1400.22,-3202.84,-4630.54,-4664.08,-6466.7,-8269.32,-10071.94,-11874.56,-13677.18,-15479.8,-17282.42,-17454.96,-18743.66,-20105.72,-19176.9,-19628.48,-17825.86,-16023.24,-14220.62,-12418.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
129,2,55.0,56.86153846153846,1123.9654437869824,33.525593861809256,30.0,80.0,0.3102791888446395,128,1,83.5,73.265625,1517.882568359375,38.96001242760806,44.5,107.5,-0.3662641109149782,22,11,12.5,14.5,19.25,4.387482193696061,11.75,15.25,1.0656053902719391,1.1632239818572998,0.016546964645385742,0.22520804405212402,0.26556957977405493,0.03767759716453327,0.1941071795800796,0.15560197830200195,0.28823113441467285,2.4542692278786666,65,64,48226,94508,-536.0,-186.02,-163.96,513.94,-907.92,-2329.9,-2460.12,-3029.86,-3379.84,-3466.18,-3051.8,-1694.22,-1344.24,-994.26,-207.72,-250.3,1171.68,2593.66,4015.64,5437.62,5787.6,5610.42,6487.56,7054.46,6704.48,5282.5,4051.48,5473.46,4563.44,4910.58,5263.4,5613.38,4891.36,6313.34,7735.32,6966.7,6611.28,6266.74,4844.76,3422.78,2551.2,2901.18,4323.16,5745.14,7167.12,8589.1,9240.92,9962.94,9639.04,9262.98,8913.0,7491.02,6069.04,4647.06,3225.08,1803.1,381.12,-1040.86,-2462.84,-2812.82,-1449.2,-1099.22,-734.76,-56.74,-1478.72,-2900.7,-4322.68,-5744.66,-7166.64,-6488.62,-7910.6,-9332.58,-10754.56,-12176.54,-13598.52,-13948.5,-15370.48,-16792.46,-18214.44,-19636.42,-21058.4,-22480.38,-23902.36,-25324.34,-26746.32,-28168.3,-29590.28,-31012.26,-32434.24,-33856.22,-35278.2,-36700.18,-38122.16,-38472.14,-38897.88,-40244.1,-41666.08,-43088.06,-44510.04,-45932.02,-46282.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
181,2,92.0,89.87786259541984,2182.733174057456,46.719730029800644,50.5,127.5,-0.07951288864253646,182,1,89.0,95.66666666666667,4219.555555555556,64.95810615739622,36.0,163.5,-0.017125617761837682,18,3,7.5,8.333333333333334,26.555555555555554,5.153208277913436,4.0,10.25,0.7507746588609372,1.554792881011963,0.04177212715148926,0.24764549732208252,0.34979358315467834,0.11837097913152099,0.34405083800438707,0.18919795751571655,0.30800122022628784,2.5302999833619384,131,51,141412,45928,-536.0,-260.04,-15.92,-824.12,-2692.16,-2416.2,-3212.24,-3187.72,-2391.68,-523.64,272.4,2140.44,4008.48,5876.52,5600.56,7468.6,6875.36,7004.68,7427.28,5559.24,4296.8,6164.84,8032.88,8828.92,10696.96,11459.0,9590.96,7722.92,7954.88,8465.16,10333.2,11910.76,12997.28,14865.32,15661.36,17529.4,19397.44,21265.48,22061.52,23546.44,24725.6,26593.64,28461.68,30329.72,32197.76,34065.8,35933.84,36729.88,38014.08,39393.96,41262.0,43130.04,44998.08,46866.12,48734.16,50602.2,52470.24,54338.28,56206.32,58074.36,59942.4,61810.44,63678.48,65546.52,67414.56,69282.6,71150.64,73018.68,74886.72,76754.76,78622.8,80490.84,81286.88,83154.92,85022.96,86891.0,88759.04,90627.08,92495.12,94363.16,96231.2,98099.24,97823.28,99691.32,101559.36,103427.4,105295.44,106091.48,106240.48,106611.56,106472.4,104836.36,102968.32,102172.28,101251.76,100975.8,100812.16,100016.12,98148.08,96280.04,95484.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
257,2,145.0,138.4205128205128,4885.741117685733,69.89807663795716,81.5,194.5,-0.1521732458960699,258,1,71.0,101.88888888888889,6584.73368606702,81.14637198339196,34.5,149.0,0.5997047905607744,14,0,6.5,7.5,26.0,5.0990195135927845,4.75,12.5,-0.059400560162046125,2.5312860012054443,0.018435001373291016,0.17828595638275146,0.3124757834843227,0.16026473732709834,0.4003307848855723,0.1344740390777588,0.3021302819252014,3.715155947573926,195,63,216432,55018,-536.0,29.14,594.28,-1203.42,-2299.44,-2333.7,-2949.16,-1588.02,49.12,-2494.26,-3059.4,-3624.54,-2874.32,-2654.82,-4291.96,-7001.1,-6869.76,-7059.38,-9768.52,-9154.34,-7517.2,-5880.06,-3170.92,-461.78,2247.36,4956.5,6593.64,8230.78,10939.92,12577.06,14214.2,15851.34,18560.48,20197.62,21853.24,23471.9,23894.96,23574.18,21692.68,21127.54,23257.6,25966.74,28675.88,31385.02,33022.16,35731.3,38440.44,41149.58,41758.72,44467.86,47177.0,49886.14,52595.28,55304.42,58013.56,60722.7,63431.84,66140.98,68850.12,71559.26,74268.4,76977.54,79686.68,82395.82,85104.96,87814.1,90523.24,93232.38,95941.52,98650.66,101359.8,104068.94,106778.08,109487.22,112196.36,114905.5,117614.64,120323.78,123032.92,125742.06,128451.2,131160.34,133869.48,136578.62,138215.76,139139.1,139601.96,140064.82,137355.68,135718.54,137538.6,140247.74,142956.88,145666.02,147303.16,150012.3,152721.44,155430.58,158139.72,159776.86,161414.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
176,2,85.0,85.2,1980.7494736842107,44.505611710032824,56.0,114.5,0.07288110481693555,177,1,111.0,93.40243902439025,3304.3380428316473,57.48337188119402,36.5,148.75,-0.13133399179670124,17,5,15.0,12.6,20.24,4.498888751680797,10.0,16.0,-0.6989868399047869,1.3619060516357422,-1.5586049556732178,0.15391409397125244,0.19120668350382053,0.10326580965776411,0.32134998001830356,0.13239818811416626,0.26740163564682007,-1.7055023653254635,95,82,72662,119084,-536.0,-304.1,-116.2,-2028.3,-2271.6,-2636.5,-4548.6,-3288.7,-3023.2,-2868.9,-3399.0,-4549.1,-6461.2,-8373.3,-9378.6,-9610.5,-10870.4,-10705.7,-11545.8,-11478.1,-13270.0,-14110.1,-14950.2,-14718.3,-16630.4,-18542.5,-17933.4,-16021.3,-15702.8,-14341.1,-13139.0,-11588.9,-9676.8,-7764.7,-6924.6,-5012.5,-3100.4,-3288.3,-1376.2,535.9,2448.0,4360.1,6272.2,8184.3,10096.4,10936.5,11219.4,12616.7,14528.8,14911.1,14071.0,12805.1,11318.8,9406.7,9638.6,9870.5,7958.4,7118.3,5206.2,3294.1,1382.0,-530.1,-2221.8,-1785.7,121.6,309.5,1806.6,2646.7,3486.8,3249.1,1337.0,-575.1,-2487.2,-3576.7,-5239.4,-7151.5,-9063.6,-9424.3,-10743.8,-12655.9,-14568.0,-16480.1,-18392.2,-20304.3,-22216.4,-24128.5,-26040.6,-27952.7,-29864.8,-31776.9,-31589.0,-33501.1,-35413.2,-37325.3,-39237.4,-41149.5,-43061.6,-43901.7,-45813.8,-45581.9,-46422.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
153,2,90.0,87.05882352941177,1769.1982204646565,42.06183805380664,55.5,123.5,-0.2572863704911895,113,1,31.0,41.794117647058826,992.2223183391004,31.499560605492587,17.75,55.5,0.800622724634236,17,0,4.0,6.8,34.160000000000004,5.844655678480984,4.0,9.0,0.7147585408296522,0.9893579483032227,0.02566385269165039,0.26793885231018066,0.32715608211273844,0.05356657808814228,0.23144454646446583,0.17372095584869385,0.31506288051605225,1.431945406051648,119,34,126110,34606,-536.0,-6.2,523.6,1046.6,-555.2,-2157.0,-1614.8,-2144.6,-3449.6,-2176.2,-1634.0,-3235.8,-2737.6,-3267.4,-4869.2,-6471.0,-7015.2,-7977.4,-6988.4,-6873.8,-6976.0,-6798.2,-7296.4,-7493.4,-9095.2,-10697.0,-11025.2,-9655.4,-8053.6,-7523.8,-5922.0,-4320.2,-2718.4,-1116.6,485.2,2087.0,3688.8,4218.6,5820.4,7422.2,7716.0,6114.2,4987.6,6589.4,8191.2,7693.0,8825.2,9824.6,11426.4,13028.2,13558.0,15159.8,16761.6,18363.4,19965.2,21567.0,23168.8,24770.6,26372.4,26902.2,28504.0,29033.8,30635.6,32237.4,33839.2,35441.0,37042.8,38644.6,40246.4,41848.2,43450.0,45051.8,46653.6,48255.4,49857.2,51459.0,53060.8,54662.6,56264.4,57866.2,59468.0,61069.8,62671.6,64273.4,65875.2,67477.0,69078.8,70680.6,72282.4,73884.2,75486.0,77087.8,78689.6,80291.4,81893.2,83495.0,85096.8,86698.6,88300.4,89902.2,91504.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
