max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
147,2,80.5,79.4672131147541,1694.5276135447461,41.16464033056461,43.25,115.5,-0.08822021771822372,129,1,47.0,47.32,1460.9376000000002,38.2222134366915,11.0,66.0,0.5287902044369631,11,3,5.0,6.0,9.5,3.082207001484488,3.75,7.25,0.7684172579878226,2.591186046600342,0.03867197036743164,0.17049503326416016,0.3194265976930276,0.2188208343271396,0.46778289229848885,0.1358875036239624,0.21405017375946045,3.5808407810011844,122,25,134481,22586,-536.0,-1.31,-494.62,-2059.93,-2586.76,-2093.45,-3539.86,-4190.83,-2625.52,-1060.21,505.1,2070.41,3635.72,4474.97,5694.34,5340.35,5696.96,7262.27,8827.58,8833.11,9858.2,11423.51,12988.82,14554.13,16119.44,14657.25,16122.06,17687.37,18180.68,19052.01,17486.7,15921.39,17201.92,18150.77,17657.46,17653.85,19219.16,19712.47,21277.78,22843.09,24408.4,25973.71,27539.02,29104.33,30669.64,32234.95,33800.26,35365.57,36930.88,37424.19,38048.5,38410.81,39976.12,41541.43,43106.74,44672.05,46237.36,47802.67,49367.98,50933.29,52498.6,54063.91,54788.78,56122.53,57687.84,59253.15,60818.46,62383.77,62877.08,64442.39,66007.7,67573.01,69138.32,70703.63,72268.94,73834.25,75399.56,76964.87,78530.18,80095.49,81660.8,82379.89,83719.42,85284.73,86850.04,88415.35,89980.66,91545.97,93111.28,94676.59,96241.9,97807.21,99372.52,100937.83,102503.14,104068.45,105633.76,107199.07,108764.38,110329.69,111895.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
140,2,56.5,60.25714285714286,1433.105306122449,37.85637735075095,27.25,86.75,0.38567331078399436,137,1,91.0,80.74285714285715,1623.5624489795919,40.29345417036856,50.75,116.75,-0.40930183706468737,20,9,13.0,13.75,16.1875,4.02336923485777,11.25,15.5,0.5052527904241418,1.3516459465026855,-0.5707459449768066,0.17655611038208008,0.23575829725999098,0.0712286518007116,0.26688696446381865,0.1318809986114502,0.2660689353942871,2.004419368241923,70,70,46904,98980,-536.0,110.52,-1342.96,-2796.44,-2105.92,-2608.6,-2868.88,-3669.64,-2448.16,-994.68,-106.8,840.28,2293.76,2675.24,4128.72,5582.2,7035.68,7690.84,7046.64,5975.88,6549.6,6284.92,5488.56,6666.04,7284.48,6445.0,6826.48,7168.04,5714.56,4261.08,3879.6,2426.12,972.64,1448.84,1830.32,1183.8,1565.28,874.76,783.76,1637.72,3091.2,1695.32,1002.16,932.36,-521.12,-1974.6,-831.92,621.56,2075.04,2456.52,2550.0,1096.52,-356.96,-1810.44,-3263.92,-4717.4,-6170.88,-7624.36,-9077.84,-9459.32,-8547.2,-8122.28,-7475.76,-8929.24,-10382.72,-11836.2,-13289.68,-14743.16,-16196.64,-17650.12,-19103.6,-20557.08,-20761.44,-20292.04,-21745.52,-23199.0,-24652.48,-26105.96,-27559.44,-28659.08,-28366.4,-29819.88,-31273.36,-32726.84,-34180.32,-35633.8,-37087.28,-38540.76,-39994.24,-41447.72,-42901.2,-44354.68,-45808.16,-46189.64,-47643.12,-49096.6,-50550.08,-52003.56,-53457.04,-53529.48,-52076.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
188,4,106.0,99.70860927152317,2997.3323099864047,54.74789776773538,51.5,147.5,-0.0677831932885019,166,1,85.0,73.24324324324324,2170.1300219138056,46.58465436078501,39.0,103.0,0.01653277838904543,12,2,6.0,6.166666666666667,12.138888888888888,3.4840908267278117,3.25,8.0,0.3805025856669679,1.0578210353851318,0.06193804740905762,0.19077706336975098,0.28237714086260113,0.060071754711413745,0.24509539920490908,0.1577010154724121,0.22371292114257812,1.9683289723534505,151,37,154504,33196,-1448.0,-3310.52,-3029.04,-3819.56,-3613.92,-2823.4,-1991.12,-1198.36,664.16,2526.68,4389.2,6251.72,8114.24,9976.76,10767.28,12629.8,14492.32,16354.84,16117.36,16907.88,16670.4,18532.92,19323.44,18258.04,16395.52,16677.0,18461.52,20324.04,22186.56,24049.08,25911.6,27774.12,29636.64,31499.16,32289.68,33971.8,34942.72,35733.24,36523.76,36081.72,36280.8,36600.68,34738.16,33148.36,34229.12,32366.6,30504.08,29713.56,30888.96,32751.48,34614.0,36476.52,37267.04,39129.56,40992.08,41782.6,43645.12,45507.64,47370.16,49232.68,51095.2,52957.72,54820.24,55610.76,57473.28,59335.8,61198.32,63060.84,64923.36,66785.88,68648.4,70510.92,72373.44,74235.96,76098.48,77961.0,79823.52,81686.04,83548.56,85411.08,86958.4,87703.88,88854.64,90717.16,92579.68,94442.2,96304.72,98167.24,98957.76,100820.28,102682.8,104545.32,106407.84,108270.36,110132.88,111995.4,113857.92,115720.44,117582.96,119445.48,121308.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
294,2,164.0,150.3968253968254,7011.064751826657,83.73210108331605,79.0,218.0,-0.08639766918335774,293,1,135.0,142.28571428571428,7505.956462585034,86.63692320590012,74.0,236.0,0.15244708947531432,17,3,11.0,10.777777777777779,18.17283950617284,4.262961354055751,10.0,12.0,-0.39709105380808124,0.9380218982696533,0.019772052764892578,0.16333508491516113,0.19808209032044374,0.01418741103942037,0.11911091906043027,0.1317429542541504,0.22255301475524902,2.6982405947486354,189,105,174982,112416,-536.0,-2332.62,-2038.76,-3781.86,-2645.52,-848.9,-876.28,1716.34,4584.96,4470.42,2906.2,4702.82,5468.56,5815.94,2947.32,3665.3,4433.92,5158.54,8027.16,9823.78,7043.6,8321.02,6622.36,3753.74,4326.88,5095.5,3723.88,3592.74,4317.36,6113.98,6141.4,3272.78,4604.16,6016.46,8885.08,10681.7,10105.68,10409.06,10711.56,11767.82,8899.2,7334.58,4465.96,2669.34,2635.28,4431.9,4739.48,1870.86,-678.24,-1722.38,-3519.0,-1456.38,1412.24,4280.86,6077.48,8946.1,11814.72,11880.66,13307.96,16176.58,19045.2,21913.82,24782.44,27651.06,30519.68,33388.3,36256.92,38053.54,40922.16,43790.78,46659.4,49528.02,51324.64,54193.26,57061.88,58858.5,61727.12,64595.74,67464.36,70332.98,73201.6,74998.22,75829.16,77563.46,76391.92,73523.3,70654.68,67786.06,64917.44,63120.82,62396.2,62699.58,59830.96,58257.66,60054.28,61850.9,64719.52,62595.86,62943.24,62218.62,62566.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
162,2,99.5,94.42241379310344,1940.5026010701545,44.051136206347216,59.75,132.25,-0.35531624803916617,161,1,40.5,48.91304347826087,1325.296786389414,36.40462589272707,21.25,73.75,0.9453917273098673,18,2,11.0,9.0,38.4,6.196773353931867,2.0,12.0,0.06555831184986513,3.1357219219207764,0.012297868728637695,0.1463179588317871,0.28170731916265973,0.17834114133356754,0.42230455992514165,0.1328195333480835,0.21118903160095215,5.356782504011098,116,46,120302,43182,-536.0,1006.52,-622.96,-2252.44,-1737.92,-2295.4,-3271.12,-1641.64,-1867.84,-1598.68,-1998.8,-2307.72,-3113.76,-4743.24,-6372.72,-7637.8,-7487.68,-7550.84,-8021.36,-7463.88,-7934.4,-8131.08,-9760.56,-11390.04,-11872.48,-11433.0,-11829.52,-10200.04,-8817.44,-9085.08,-7455.6,-6898.12,-5731.36,-4711.16,-3718.32,-4275.8,-5905.28,-7534.76,-9164.24,-8650.28,-7020.8,-5391.32,-5138.16,-6767.64,-7742.88,-6113.4,-4483.92,-2854.44,-1224.96,404.52,2034.0,3663.48,5292.96,6922.44,8551.92,10181.4,11810.88,12368.36,13918.16,14555.32,16184.8,17814.28,19443.76,21073.24,22702.72,24332.2,25961.68,27591.16,29220.64,30850.12,32479.6,34109.08,35738.56,37368.04,38997.52,40627.0,40891.52,40713.96,42343.44,43972.92,45602.4,47231.88,48861.36,50490.84,52120.32,53749.8,55379.28,57008.76,58638.24,60267.72,61897.2,63526.68,65156.16,66785.64,68415.12,70044.6,71674.08,73303.56,74933.04,76562.52,77120.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
143,3,58.0,62.06896551724138,1316.7078874355927,36.28646975713665,30.5,88.5,0.29441766535985,141,1,98.5,87.42857142857143,1914.4234693877552,43.75412516995118,56.0,125.25,-0.6168596805112372,14,7,8.5,9.5,7.25,2.692582403567252,7.75,10.25,0.9220734033619126,1.4106509685516357,0.025774002075195312,0.213331937789917,0.28457111232685595,0.08051574969318966,0.283752973012072,0.1595010757446289,0.22981715202331543,2.9273090763673566,87,56,61604,86424,-1448.0,-2913.8,-2860.4,-3494.6,-4095.2,-3735.0,-2269.2,-1875.4,-1426.4,-1043.8,422.0,1636.2,225.6,1691.4,3157.2,4623.0,6088.8,7554.6,7191.6,7358.2,7476.0,6010.2,4544.4,5981.4,5303.2,5697.0,7162.8,7556.6,9022.4,10488.2,11954.0,13419.8,14885.6,14912.6,14601.2,15197.0,16460.8,17926.6,18320.4,19786.2,21252.0,22717.8,21868.4,22477.4,22871.2,23815.0,24730.8,25171.4,26590.4,26527.8,25062.0,23596.2,22130.4,20664.6,19198.8,17733.0,16267.2,15166.6,16551.6,16794.2,18260.0,19725.8,20119.6,20926.6,20907.2,20095.0,18629.2,17163.4,15697.6,14231.8,12766.0,11300.2,9834.4,8368.6,6902.8,7537.0,6071.2,4605.4,3139.6,1673.8,208.0,-1257.8,-2723.6,-4189.4,-5655.2,-7121.0,-8586.8,-10052.6,-11349.6,-11912.2,-13378.0,-14843.8,-16309.6,-17775.4,-19241.2,-20707.0,-21343.2,-22566.6,-24032.4,-25498.2,-24820.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
137,2,85.5,79.67307692307692,1470.0469674556214,38.34119152368144,53.5,111.25,-0.4359310325665467,81,1,35.0,35.36363636363637,369.68595041322317,19.227218998420526,22.0,49.0,0.08759922407288401,16,0,8.5,8.25,47.1875,6.869315832017043,2.25,14.5,-0.03904492486423441,1.135430097579956,0.0703129768371582,0.19562697410583496,0.23389090024507964,0.027289118950810914,0.16519418558415097,0.16042697429656982,0.24784207344055176,4.131607596012262,104,33,114318,34716,-536.0,79.02,-1405.96,-2890.94,-1836.08,-2451.1,-966.12,-2398.86,-2240.16,-755.18,-342.2,-878.78,-1616.24,-131.26,-1089.72,-2201.3,-2987.68,-4472.66,-5957.64,-6370.62,-6624.4,-7196.58,-7609.56,-7485.46,-8100.48,-6748.5,-7161.48,-8646.46,-10131.44,-11616.42,-10718.6,-10305.62,-9727.36,-9479.66,-10553.32,-12038.3,-13336.72,-11851.74,-10366.76,-8881.78,-7396.8,-5911.82,-4426.84,-2941.86,-1456.88,28.1,1513.08,921.94,2383.04,3868.02,5353.0,6837.98,8322.96,9807.94,11292.92,12777.9,14262.88,15747.86,17232.84,18717.82,20202.8,21687.78,23172.76,24657.74,26142.72,27627.7,29112.68,30597.66,32082.64,33567.62,35052.6,36537.58,38022.56,39507.54,40992.52,42477.5,43962.48,45447.46,46932.44,48417.42,49902.4,51387.38,52872.36,54357.34,55842.32,57327.3,58812.28,60297.26,61782.24,63267.22,64752.2,66237.18,67722.16,69207.14,70692.12,72177.1,73662.08,75147.06,76632.04,78117.02,79602.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
154,3,93.0,86.52032520325203,1917.9894242844869,43.79485613955693,51.5,123.5,-0.29501716005438383,155,1,42.5,45.25,973.3125,31.197956663858612,25.25,58.75,1.1587504187284179,14,0,7.0,6.2,30.560000000000002,5.528109984434102,0.0,10.0,0.06307600616816118,0.8022310733795166,0.07323813438415527,0.1744375228881836,0.22138433229355586,0.022079287907061453,0.1485910088365425,0.13504314422607422,0.2658382058143616,2.77692769437553,123,32,123518,34606,-2896.0,-2791.72,-3339.44,-4336.84,-4434.88,-2882.6,-3430.32,-1969.96,-1397.76,-830.52,-437.2,1115.08,2667.36,4219.64,3671.92,4687.8,3648.48,4799.24,4318.96,3838.68,4386.4,2834.12,1281.84,-141.56,-733.28,819.0,1299.28,-91.56,-1643.84,-1283.88,-1532.4,-2012.68,-1420.96,-390.76,1161.52,2713.8,4161.92,4746.36,5301.36,3749.08,2196.8,1195.48,1236.24,1504.04,3056.32,4608.6,6160.88,7713.16,9265.44,10817.72,12370.0,13922.28,15474.56,17026.84,18579.12,20131.4,21683.68,23235.96,24788.24,26340.52,27892.8,29445.08,30997.36,32549.64,34101.92,35654.2,37206.48,38758.76,40311.04,41863.32,43415.6,44967.88,46520.16,48072.44,49624.72,51177.0,52729.28,54281.56,55833.84,57386.12,58938.4,60490.68,62042.96,63595.24,65147.52,66699.8,68252.08,69804.36,71356.64,72908.92,74461.2,76013.48,77565.76,79118.04,80670.32,82222.6,83774.88,85327.16,86879.44,88431.72,88912.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
157,4,94.0,86.53719008264463,2094.1329144184137,45.76169702292971,47.0,127.0,-0.19202881438828207,117,1,51.5,53.666666666666664,1086.388888888889,32.960413967195386,26.0,84.25,0.002315860293657839,12,0,10.0,7.2,20.160000000000004,4.48998886412873,4.0,10.0,-0.555733693500438,1.381850004196167,0.004584074020385742,0.19428205490112305,0.2662779165773976,0.060487194758391816,0.24594144579226945,0.13743114471435547,0.26349592208862305,2.9417328707114105,121,36,121756,31118,-1448.0,-2962.26,-2763.48,-2774.78,-1834.96,-2587.3,-3006.44,-2443.82,-1049.92,464.34,1978.6,827.14,1879.12,1293.38,2807.64,4321.9,5836.16,7093.58,7792.68,8234.94,7622.8,8047.46,6738.28,5224.02,3902.24,4764.5,5206.76,5649.02,7163.28,7605.54,9119.8,10634.06,11076.32,12590.58,13032.84,13475.1,13917.36,15431.62,15873.88,17047.86,17830.4,17235.34,15721.08,14206.82,12692.56,11641.7,12083.96,13598.22,15112.48,16626.74,18141.0,18583.26,20097.52,21611.78,23126.04,24640.3,25082.56,26596.82,28111.08,29625.34,31139.6,32653.86,33096.12,34610.38,36124.64,37638.9,39153.16,40667.42,42181.68,43695.94,45210.2,46724.46,48238.72,49752.98,51267.24,52781.5,54295.76,55810.02,57324.28,58838.54,60352.8,61867.06,63381.32,64895.58,66409.84,67924.1,69438.36,70952.62,72466.88,73981.14,75495.4,77009.66,78523.92,80038.18,81552.44,83066.7,84580.96,86095.22,87609.48,89123.74,90638.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
146,2,85.5,81.11818181818182,1785.3587603305787,42.25350589395605,43.5,118.75,-0.1988524543119383,111,1,49.0,50.22222222222222,1029.2283950617284,32.081589659206855,23.75,80.25,0.1300873890436795,11,5,10.0,9.0,6.0,2.449489742783178,8.0,11.0,-0.816496580927726,1.080826997756958,0.007462978363037109,0.17391681671142578,0.24163406035479376,0.03677301560021241,0.19176291508060783,0.1322629451751709,0.27622199058532715,2.0905463762771688,110,36,114340,34136,-536.0,84.6,-1394.8,-2874.2,-2209.6,-2617.0,-4096.4,-3720.2,-3312.8,-1833.4,-1426.0,-817.4,460.8,1940.2,3419.6,3025.0,4278.4,5050.2,4642.8,4472.6,3828.0,4259.4,5738.8,6893.8,7514.4,6209.0,6699.6,5220.2,3740.8,2261.4,782.0,373.4,1852.8,3332.2,2711.6,3119.0,4598.4,6077.8,7557.2,7964.6,9444.0,9120.6,7641.2,6161.8,5601.6,5347.0,5676.4,6676.2,6491.2,7970.6,8378.0,9857.4,11336.8,12816.2,14295.6,15775.0,16182.4,17661.8,19141.2,20620.6,22100.0,22507.4,23986.8,25466.2,26945.6,28425.0,29904.4,31383.8,32863.2,34342.6,35822.0,37301.4,38780.8,40260.2,41739.6,43219.0,44698.4,46177.8,47657.2,49136.6,50616.0,52095.4,53574.8,55054.2,56533.6,58013.0,59492.4,60971.8,62451.2,63930.6,65410.0,66889.4,68368.8,69848.2,71327.6,72807.0,74286.4,75765.8,77245.2,78724.6,80204.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
