max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
4987,7,2382.0,2383.157593123209,2162042.568287617,1470.3885773113232,1023.0,3781.0,-0.014655782944624806,5000,1,2507.0,2509.3050956783486,2076316.3487570917,1440.9428679712084,1264.5,3742.5,0.0019657196053161157,30,11,28.0,27.903614457831324,4.026854405574103,2.00670237094944,27.25,29.0,-4.6045781686816,0.28958892822265625,5.0067901611328125e-05,0.04212141036987305,0.0635534444911368,0.003503284162351148,0.05918854756074986,0.020486831665039062,0.09327006340026855,1.285992854229834,349,4651,175522,12897370,-2896.0,-130235.96,-251407.92,-374735.88,-503987.84,-631415.8,-756727.76,-880347.72,-984751.68,-1113019.64,-1241431.6,-1368815.56,-1491059.52,-1618399.48,-1747883.44,-1878496.6,-2006923.36,-2105623.32,-2234831.28,-2365459.24,-2488079.2,-2615739.16,-2745223.12,-2873967.08,-3004316.96,-3131935.0,-3262490.96,-3391974.92,-3519634.88,-3650190.84,-3780542.8,-3911098.76,-3991794.72,-4122494.68,-4251914.64,-4382614.6,-4512026.56,-4642582.52,-4773138.48,-4902622.44,-5033250.4,-5163734.36,-5292190.32,-5422890.28,-5552302.24,-5682786.2,-5813342.16,-5943898.12,-6074454.08,-6205010.04,-6335430.0,-6466057.96,-6596613.92,-6727169.88,-6857725.84,-6988281.8,-7118837.76,-7249393.72,-7379949.68,-7510505.64,-7641133.6,-7771481.56,-7901357.52,-8031505.48,-8161653.44,-8291665.4,-8420605.36,-8550761.32,-8680781.28,-8810585.24,-8940733.2,-9070289.16,-9200637.12,-9331265.08,-9460829.04,-9585317.0,-9697616.96,-9824424.92,-9952436.88,-10060648.84,-10150572.8,-10254324.76,-10374280.72,-10504604.68,-10635160.64,-10765716.6,-10896136.56,-11026692.52,-11157248.48,-11287804.44,-11418360.4,-11548916.36,-11679472.32,-11808956.28,-11939512.24,-12070068.2,-12200624.16,-12331180.12,-12461736.08,-12592292.04,-12721848.0,0
198,1,105.0,102.91338582677166,3109.1814743629484,55.760034741407296,58.5,147.5,-0.04161279681950779,194,2,85.0,93.3943661971831,3490.943066851815,59.084203192154625,42.5,153.5,0.09722538498626707,15,7,11.0,11.166666666666666,9.472222222222221,3.0776975521032313,8.75,14.0,0.04891241970989963,1.1855189800262451,0.0004429817199707031,0.21141207218170166,0.2223404623427481,0.02887783908559714,0.16993480834013125,0.09062457084655762,0.2983132004737854,1.9576260592348607,127,71,157010,49288,536.0,-449.62,407.24,2464.86,2378.48,3364.1,2802.28,2119.34,2032.96,4090.58,3059.8,3102.18,3919.44,5977.06,8034.68,10092.3,10005.92,9744.46,10637.16,10550.78,9959.6,9670.02,10655.64,11409.26,13466.88,15524.5,16713.88,17495.74,19553.36,21610.98,23668.6,23025.78,24184.16,23198.54,22339.08,23324.7,24310.32,25295.94,27353.56,29411.18,31468.8,33526.42,35584.04,37641.66,37680.72,38584.9,38498.52,39484.14,41541.76,43599.38,45657.0,47714.62,49772.24,51829.86,53887.48,53886.9,54786.72,56844.34,58778.04,59887.58,60454.8,58485.18,57892.44,57585.94,59631.68,61689.3,63746.92,65804.54,67862.16,69919.78,71977.4,74035.02,76092.64,78150.26,80207.88,80121.5,82179.12,84236.74,85950.36,88007.98,90065.6,90568.78,89892.84,89669.54,90836.08,92893.7,93256.68,94864.94,93706.56,93139.82,93226.2,92419.42,93405.04,95462.66,96899.72,98505.9,100563.52,102310.86,103606.76,105664.38,107722.0,0
166,1,94.0,90.58878504672897,2188.690715346319,46.78344488541132,50.5,131.5,-0.19293763740585096,164,2,66.0,70.64406779661017,2234.9072105716746,47.274805240970316,29.5,103.0,0.3699731236658478,16,5,12.0,10.8,13.36,3.655133376499413,9.0,12.0,-0.23295921606108932,2.1133480072021484,0.0013270378112792969,0.23376893997192383,0.25909940863764563,0.09558822839899578,0.3091734600495259,0.11221623420715332,0.29552125930786133,4.96499669424026,107,59,117094,39214,536.0,-50.28,-435.44,-150.84,-693.12,-207.4,1350.32,2231.96,1746.24,2288.52,837.2,1322.92,2880.64,1373.64,1752.08,1209.8,1695.52,2558.76,2073.04,2124.68,3682.4,5240.12,6386.16,7283.56,8841.28,10399.0,10884.72,12313.56,12855.84,12370.12,11755.6,12241.32,13799.04,13212.76,13025.52,13112.2,12569.92,14127.64,15685.36,17243.08,18800.8,20358.52,20844.24,22401.96,23959.68,25517.4,26003.12,26488.84,25625.44,24067.72,23582.0,24275.72,25833.44,26319.16,26804.88,26262.6,26748.32,26349.96,26967.76,28525.48,30083.2,31640.92,30145.36,31308.36,32866.08,34423.8,35981.52,37539.24,38024.96,39582.68,40068.4,41626.12,43183.84,44114.44,45227.28,46785.0,48342.72,49900.44,50805.84,51943.88,53501.6,55059.32,56617.04,58174.76,59732.48,61290.2,62847.92,64405.64,65260.64,65377.08,66934.8,68492.52,70050.24,71607.96,73165.68,74379.4,75937.12,77237.16,75836.56,77293.72,77880.0,0
136,1,80.0,74.96511627906976,1545.8476203353166,39.31726872934228,42.0,109.5,-0.21719435480227545,135,2,51.5,57.38,1337.7956,36.57588823255014,25.5,85.25,0.34078389769892087,14,8,12.5,11.75,5.1875,2.277608394786075,11.0,13.25,-0.8331504071506617,4.35658597946167,0.002933025360107422,0.2863098382949829,0.3462399550846645,0.2516071258061941,0.5016045512215714,0.2211856245994568,0.35004037618637085,7.278486842855151,86,50,110816,37562,536.0,129.58,276.84,-683.26,61.68,1540.1,2121.48,2352.94,2759.36,2958.22,2500.2,2145.38,1213.04,2691.46,4169.88,5648.3,6054.72,6990.86,5512.44,6178.02,4699.6,5762.82,4914.76,4475.66,5129.92,6360.5,5069.08,3910.66,3423.76,3097.82,4236.6,5715.02,7193.44,8671.86,10150.28,10556.7,12035.12,13513.54,14991.96,16470.38,17948.8,16724.78,16318.36,16983.94,17430.48,17836.9,16792.68,16505.74,15979.84,17318.58,18797.0,20275.42,21753.84,23232.26,24710.68,26189.1,26595.52,26914.06,26656.36,27825.22,26346.8,27012.38,27677.96,27384.46,28862.88,30341.3,30452.28,30402.14,31880.56,33358.98,34837.4,36315.82,37794.24,37968.66,39447.08,39650.5,40259.92,41738.34,43216.76,44695.18,46173.6,47652.02,49130.44,50608.86,52087.28,53565.7,55044.12,56522.54,58000.96,59479.38,60957.8,62436.22,63914.64,64321.06,65799.48,67277.9,68756.32,70234.74,71713.16,72847.58,73254.0,0
139,1,75.5,71.5,1369.9891304347825,37.01336421395362,41.75,100.25,-0.1165987446734826,138,2,56.0,67.06382978723404,2066.783159800815,45.46188689221792,24.5,115.5,0.18869531649370253,15,6,8.0,9.25,12.1875,3.491060010942235,6.75,10.5,0.8483206969390205,3.2212300300598145,0.022231101989746094,0.2795170545578003,0.3947010461021872,0.2587863419187748,0.5087104696374696,0.1991441249847412,0.46777141094207764,4.39983991665888,92,47,101118,37812,536.0,224.06,-87.88,443.82,1827.76,3000.3,1616.36,2332.42,3119.52,3431.46,3496.6,2112.66,2983.28,2472.78,3232.84,1848.9,2131.04,1370.98,2754.92,4138.86,5522.8,6906.74,8290.68,9674.62,11058.56,11370.5,11682.44,11994.38,12306.32,12005.74,12930.2,14314.14,15698.08,17082.02,18465.96,19849.9,21233.84,22617.78,24001.72,24313.66,23774.4,22837.54,22121.48,22794.58,22789.36,24173.3,25557.24,26941.18,28325.12,29709.06,31093.0,32476.94,33860.88,35019.18,34528.76,35912.7,37296.64,38680.58,40064.52,41448.46,42832.4,44216.34,45600.28,46984.22,47296.16,48680.1,50064.04,51447.98,52831.92,54215.86,55599.8,56983.74,58367.68,59751.62,61135.56,62492.5,62831.44,64215.38,65599.32,66983.26,68023.2,68656.86,67272.92,65888.98,64505.04,63121.1,61846.84,63230.78,64614.72,63841.34,62457.4,62145.46,61833.52,62062.42,62281.64,62730.3,62014.24,62326.18,62638.12,61922.06,63306.0,0
140,1,82.0,77.07368421052631,1622.320886426593,40.278044719506845,44.0,111.5,-0.24354441346682199,139,2,49.0,56.62222222222222,1372.501728395062,37.04729043256824,24.0,79.0,0.4969525134870115,13,7,11.0,10.5,6.75,2.598076211353316,8.5,13.0,-0.21383343303319471,0.8277909755706787,0.02569890022277832,0.2670804262161255,0.2783944383263588,0.022484438511985727,0.14994811940129735,0.1679399609565735,0.34289777278900146,0.9364791461233672,95,45,111198,31130,536.0,-146.08,1271.84,2689.76,2104.32,2353.6,2699.52,4117.44,2732.64,2665.28,2040.8,2722.88,3404.96,3020.96,4438.88,5856.8,7274.72,7620.64,8613.44,8312.48,7921.6,9004.32,10313.76,10768.16,9621.92,9276.0,9393.92,9739.84,10338.24,9447.68,8721.6,10139.52,11557.44,12975.36,14393.28,15811.2,17229.12,18647.04,20064.96,20410.88,20756.8,20409.28,20420.64,20766.56,20443.52,20097.6,20776.32,22194.24,23612.16,23958.08,25376.0,26793.92,28211.84,29629.76,31047.68,32465.6,33084.48,34229.44,35647.36,34478.72,33167.2,34585.12,36003.04,37420.96,38838.88,40256.8,41674.72,43092.64,44510.56,45928.48,47346.4,48764.32,49349.76,50528.16,51946.08,53364.0,54781.92,56199.84,55222.24,53804.32,54197.6,55615.52,57033.44,58451.36,59370.72,60215.2,61633.12,63051.04,64468.96,65886.88,67304.8,68722.72,70140.64,71558.56,72976.48,74394.4,74740.32,76158.24,77576.16,78650.08,80068.0,0
215,1,115.0,109.50757575757575,3495.0075183654735,59.118588602616974,62.75,155.25,-0.09034803410055413,216,2,99.0,106.91666666666667,4501.243055555556,67.09130387431411,46.5,172.75,0.11297215270385262,16,6,12.0,11.571428571428571,10.530612244897961,3.2450904833144425,9.5,14.0,-0.26618283214495575,0.7728531360626221,9.608268737792969e-05,0.2181110382080078,0.22431417015509877,0.023376357336389025,0.1528932874144219,0.09779000282287598,0.2985190153121948,0.9100430399737066,132,84,160922,66110,536.0,700.96,2965.92,2058.88,1107.84,1723.2,1437.76,1393.28,1723.68,3988.64,6253.6,5346.56,5511.52,5632.48,4350.56,3818.4,3788.64,5452.32,7717.28,7769.76,6576.8,6455.84,6717.12,8982.08,8351.04,8924.0,8316.96,10581.92,12846.88,15111.84,15232.8,15397.76,17662.72,19927.68,20048.64,22313.6,23953.44,22760.48,22720.48,23913.44,26178.4,28443.36,27471.68,26585.28,26706.24,28971.2,31236.16,33501.12,35766.08,36959.04,38532.0,36267.04,36337.92,35706.88,37971.84,40236.8,42501.76,44766.72,46796.32,46920.64,49185.6,49306.56,51552.48,52764.48,55029.44,57294.4,59559.36,61824.32,64089.28,66354.24,68619.2,70884.16,73149.12,75414.08,75244.96,76816.0,78008.96,80273.92,82538.88,84803.84,87068.8,89333.76,90182.72,89551.68,89440.64,91705.6,93465.44,94091.52,94212.48,93102.56,92981.6,92563.36,93756.32,96021.28,96653.76,96532.8,96411.84,94449.12,95097.92,95763.04,94812.0,0
130,1,73.0,70.42528735632185,1429.0720042277712,37.80306871442808,37.0,104.5,-0.17672548618675077,132,4,53.0,58.91111111111111,1408.7032098765433,37.53269521199541,25.0,89.0,0.3463903579331181,14,7,10.0,10.25,8.1875,2.8613807855648994,7.75,12.5,0.13205603299151566,1.208014965057373,0.0028569698333740234,0.2556629180908203,0.25482503034300724,0.03624795920465952,0.190388968180038,0.15849006175994873,0.29387950897216797,2.1347800834031707,87,45,107600,30682,1448.0,2816.34,3055.32,2381.02,2677.36,4045.7,2853.96,2494.38,2790.72,3036.94,1668.6,1579.74,1876.08,2835.58,2468.76,3837.1,5205.44,6573.78,7942.12,8238.46,9073.2,8875.14,9508.52,9467.82,9764.16,11132.5,12500.84,13869.18,12826.48,11458.14,11274.2,10865.46,10838.88,11135.22,12503.56,13871.9,15240.24,16608.58,17976.92,18098.74,17497.6,18865.94,20234.28,20561.38,20826.96,21416.7,21419.64,22787.98,24156.32,25524.66,26893.0,28261.34,29629.68,30998.02,32366.36,32349.3,32284.96,30916.62,31451.72,30720.06,31055.6,32384.74,33753.08,35121.42,34389.76,35758.1,37126.44,38494.78,39863.12,41231.46,42599.8,43968.14,45336.48,46704.82,48073.16,47802.5,47913.84,49282.18,50650.52,52018.86,53387.2,54755.54,56123.88,57492.22,58860.56,59952.9,61321.24,62689.58,64057.92,65426.26,66794.6,68162.94,69531.28,70899.62,72267.96,73636.3,73932.64,75300.98,76669.32,77693.66,76918.0,0
223,2,119.0,116.5251798561151,3972.9256249676514,63.03114805370161,63.5,168.5,-0.08002134510207348,224,1,101.0,105.91764705882353,4452.099100346021,66.72405188795133,47.0,164.0,0.14276520685360616,15,10,10.0,11.285714285714286,3.061224489795918,1.749635530559413,10.0,12.0,1.1594251449173694,1.3909170627593994,0.011868953704833984,0.25345897674560547,0.23810710445527108,0.03557420621728355,0.18861125686788566,0.1117977499961853,0.27742868661880493,3.152982383246072,139,85,172296,61976,-536.0,-729.36,-1177.28,1160.08,2425.44,1590.8,2195.84,2002.48,1142.88,1527.76,1573.6,3910.96,6248.32,6978.32,8779.04,8660.4,8210.24,8019.12,10356.48,12693.84,12852.8,12659.44,13218.08,12439.28,14776.64,17114.0,16788.64,17544.72,19882.08,21147.44,23484.8,25317.84,24792.48,24599.12,24405.76,23140.4,22632.96,23898.32,26235.68,26970.96,28810.4,31147.76,33485.12,35822.48,37087.84,39425.2,40149.44,37987.92,38690.72,37070.64,39408.0,41745.36,44082.72,46420.08,48757.44,51094.8,53432.16,55769.52,58106.88,58939.76,59498.4,58177.04,58216.32,60366.32,61819.04,61483.6,61973.76,64311.12,66648.48,68985.84,71323.2,72803.44,73897.92,76235.28,78572.64,80910.0,83247.36,85584.72,87578.08,87020.56,85864.8,87617.84,86352.48,87604.88,89942.24,92279.6,94616.96,96954.32,99291.68,101629.04,101973.6,102015.76,101586.88,103518.48,105600.16,105297.2,106286.56,105716.08,107789.28,110126.64,110320.0,0
208,1,116.5,113.11363636363636,3445.7219352617076,58.70027202033827,64.5,165.25,-0.18259016418960813,210,2,84.0,92.61538461538461,3798.67258382643,61.633372322358206,39.5,134.25,0.33116754564963485,17,8,9.0,11.142857142857142,9.551020408163268,3.090472521826277,9.0,13.0,0.7953073326220703,2.1462759971618652,0.012863874435424805,0.2674241065979004,0.3056369036146738,0.08107845615762216,0.2847427894743292,0.17980146408081055,0.3353915214538574,4.276211000239069,132,78,169616,57152,536.0,654.32,-772.64,934.96,1942.72,2243.6,3433.92,2571.76,2453.44,1732.88,2172.8,4113.52,6375.84,6538.16,6795.52,6818.8,9081.12,10840.56,10434.24,10240.08,9374.4,10831.28,12827.04,12193.36,14179.68,13674.0,12483.68,14622.64,16884.96,19147.28,20322.4,20204.08,19013.76,19647.44,18777.12,18873.2,21135.52,23397.84,25660.16,27922.48,28084.8,29275.12,31537.44,33799.76,33918.08,32807.6,33126.72,32173.04,31380.64,32290.32,32572.0,33762.32,35959.36,37214.96,39477.28,41739.6,44001.92,46264.24,48526.56,49716.88,51979.2,54241.52,56503.84,58766.16,61028.48,59505.2,59342.88,57227.44,59489.76,59419.92,61118.4,63380.72,65643.04,67905.36,70167.68,72430.0,73388.32,75650.64,77912.96,80175.28,79541.6,81803.92,84066.24,83952.56,85142.88,87405.2,89667.52,91929.84,94192.16,96454.48,98716.8,100979.12,103241.44,105332.24,106694.08,108956.4,110874.72,109965.04,112227.36,112626.32,112464.0,0
