max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
235,1,116.0,119.57446808510639,4339.2515467028825,65.8729955801532,62.0,179.0,-0.03525407142704518,237,2,120.0,118.15625,5180.923502604167,71.97863226405575,57.75,174.25,0.045402762787904866,17,8,12.0,11.571428571428571,9.959183673469388,3.1558174334820746,8.5,13.5,0.3144632982419447,0.8559930324554443,0.007130146026611328,0.24889183044433594,0.2452173497941759,0.02733205606703473,0.1653240940305881,0.11736059188842773,0.3110295534133911,1.1141143255479116,141,96,177730,71142,536.0,919.36,2809.28,570.08,1014.56,2775.2,1363.84,1927.52,685.12,-726.24,-182.4,2300.96,4784.32,7267.68,9751.04,12234.4,14717.76,17201.12,19684.48,21095.84,19948.8,19565.44,19182.08,19914.72,20647.36,20136.0,19968.64,19786.72,20126.08,19393.44,18704.8,19299.84,19471.52,21954.88,24438.24,26921.6,29404.96,31888.32,34371.68,33708.96,35138.4,37621.76,38902.88,36419.52,38727.84,41211.2,43694.56,45105.92,47190.72,45779.36,45096.0,45435.36,45774.72,46158.08,44353.44,46836.8,49320.16,50731.52,53214.88,54626.24,56926.4,55747.04,54616.32,54999.68,57483.04,57822.4,60305.76,59990.88,61304.48,62483.84,64967.2,67450.56,69933.92,71345.28,73828.64,76312.0,77723.36,80206.72,82690.08,84738.56,86584.8,89068.16,91551.52,92962.88,95446.24,97929.6,99340.96,101824.32,103252.32,103575.04,102886.4,102610.24,103653.12,106136.48,103748.16,105875.2,106021.44,106597.92,106937.28,107276.64,106588.0,0
262,1,138.0,134.81286549707602,5354.245682432202,73.17271132349957,74.5,194.5,-0.09517143427547693,261,2,118.0,125.27472527472527,6348.638811737714,79.67834594002133,59.5,209.5,0.17556676007052313,14,5,11.0,10.25,8.4375,2.9047375096555625,8.5,12.25,-0.4934467670723524,1.277036190032959,0.006096839904785156,0.20761799812316895,0.23002158718950608,0.03711998154068222,0.19266546535558005,0.08439576625823975,0.28614819049835205,2.4734794506051543,171,91,184646,69600,536.0,142.9,294.2,2831.3,2943.6,3578.5,3026.6,1720.3,1800.8,4337.9,6765.0,7123.9,6589.2,7673.7,7419.4,7856.5,8293.6,10830.7,12295.8,13760.9,16298.0,16691.1,16012.2,16405.3,16798.4,16163.5,16556.6,15578.3,15286.8,15864.1,16223.0,18698.1,21235.2,23772.3,25237.4,25674.5,25039.6,27576.7,30113.8,30506.9,32752.0,33437.1,35974.2,38511.3,41048.4,41266.5,39801.4,40171.7,42708.8,43101.9,43545.0,43903.9,43573.2,46110.3,48647.4,49683.5,50825.6,52854.7,53656.2,55784.9,57490.0,56571.1,59108.2,61645.3,64182.4,64575.5,67112.6,69649.7,72186.8,74723.9,77261.0,79798.1,82335.2,83800.3,86337.4,88874.5,90864.4,90776.7,93313.8,95850.9,98388.0,100925.1,103462.2,105999.3,104292.4,105434.5,105398.6,105559.7,108096.8,110633.9,110665.0,109320.1,110630.8,110106.3,111192.6,109727.5,110257.6,111722.7,112115.8,114652.9,115046.0,0
70,1,41.5,39.14,396.7203999999999,19.917841248488752,23.5,55.75,-0.23340530722631228,71,2,24.0,28.523809523809526,396.05895691609976,19.901230035254095,14.0,39.0,0.598900910577973,12,7,9.5,9.5,6.25,2.5,8.25,10.75,0.0,1.6181972026824951,0.0182650089263916,0.2549920082092285,0.2893079403908022,0.07352580310581347,0.2711564181534589,0.20968759059906006,0.30920350551605225,3.7148133268912957,50,21,76056,15412,536.0,-373.32,-210.64,-47.96,-957.28,-1866.6,-1424.08,-514.76,394.56,1303.88,2213.2,3122.52,3672.16,3869.16,3841.52,4004.2,4166.88,3257.56,4127.76,3965.08,3802.4,4711.72,5621.04,6530.36,7439.68,8349.0,9258.32,10167.64,11076.96,11986.28,12895.6,13804.92,14714.24,15623.56,15631.12,16370.2,16144.48,15235.16,14325.84,14488.52,13579.2,14410.12,15319.44,16228.76,17138.08,18047.4,18956.72,19866.04,20775.36,21684.68,21862.0,20952.68,21516.64,22425.96,23335.28,24244.6,25038.08,24759.24,25668.56,26577.88,27487.2,28396.52,29305.84,30215.16,31124.48,32033.8,32943.12,33852.44,34761.76,35671.08,36580.4,37489.72,38399.04,39308.36,40217.68,41127.0,42036.32,42945.64,43854.96,44523.72,44601.6,45510.92,46420.24,47329.56,48238.88,49148.2,50057.52,50966.84,51876.16,52785.48,53694.8,54604.12,55513.44,56422.76,56759.92,57169.4,58078.72,58988.04,59897.36,60806.68,60644.0,0
158,1,83.5,81.23529411764706,1864.121107266436,43.17546881351071,47.25,114.75,-0.09801960659267765,157,4,68.0,76.33928571428571,2458.438456632653,49.58264269512723,32.5,127.5,0.16429417663484677,13,4,11.0,10.4,11.040000000000001,3.32264954516723,11.0,13.0,-1.2352635360105018,1.134922981262207,0.0016407966613769531,0.16029596328735352,0.2071862905583483,0.041327879477968864,0.20329259572834635,0.09438520669937134,0.2809825539588928,2.7925018580674528,102,56,113672,44540,536.0,1103.24,1545.52,978.28,660.96,-156.2,-348.56,-853.32,-741.92,-834.84,311.6,1888.36,3465.12,5041.88,4474.64,4979.4,6556.16,8132.92,7565.68,7525.56,6475.2,6979.96,8556.72,10133.48,11710.24,13287.0,14516.24,15368.52,16945.28,18473.96,17202.8,17707.56,19284.32,18554.92,17917.84,16749.4,16827.36,17563.88,17084.88,18661.64,18625.6,18919.16,20495.92,22072.68,23649.44,25226.2,26802.96,26799.72,28376.48,29953.24,30458.0,29809.24,29411.52,29119.72,30465.04,32041.8,33618.56,35195.32,36772.08,38348.84,39925.6,40369.64,40935.12,42511.88,44088.64,45665.4,47242.16,48818.92,50395.68,50900.44,52477.2,54053.96,55630.72,57207.48,58784.24,60361.0,61937.76,63514.52,65091.28,65275.96,66100.8,67677.56,67917.68,68152.92,68720.16,68668.6,67710.64,66133.88,64557.12,64052.36,64040.4,64070.84,64021.92,64526.68,66103.44,67680.2,69256.96,69574.28,69194.48,69636.76,69132.0,0
208,1,107.0,104.08,3261.7535999999996,57.11176411213367,56.0,151.0,-0.04550848447457619,207,2,104.0,105.13253012048193,4121.898098417767,64.20201008082041,49.5,165.5,0.04207701226099214,14,9,11.5,11.333333333333334,2.5555555555555554,1.5986105077709065,10.25,12.0,0.18131688178875952,3.054352045059204,0.006350994110107422,0.2577250003814697,0.3964887410402298,0.22103954039132187,0.4701484237890433,0.15752506256103516,0.4693998694419861,3.5974859209939054,125,83,145062,66230,536.0,543.56,2651.12,2614.68,3650.24,2510.2,2505.36,1511.08,475.52,296.04,2403.6,4511.16,5546.72,7654.28,8689.84,7970.6,8007.04,8043.48,9704.08,9711.64,10747.2,10445.24,11221.68,12330.12,10645.44,12753.0,14860.56,14731.88,13715.68,14384.76,13686.8,14722.36,16829.92,18937.48,19662.96,19699.4,18663.84,18879.72,20987.28,23094.84,25202.4,27309.96,29417.52,30902.92,28795.36,30424.2,32531.76,34639.32,36746.88,38854.44,37870.0,38825.56,40933.12,43040.68,43004.24,45111.8,47219.36,49326.92,50477.52,52470.04,54577.6,53074.84,52039.28,51516.28,53623.84,55731.4,57838.96,58874.52,60982.08,63089.64,65197.2,67304.76,69412.32,68648.12,70455.44,72563.0,74670.56,75706.12,77486.32,76749.24,75415.2,75692.36,76727.92,78835.48,80943.04,81941.4,80905.84,78798.28,76861.28,77755.16,77904.4,78856.04,76847.52,76811.08,77849.36,76813.8,74706.24,75681.32,77788.88,78143.56,78832.0,0
162,1,93.5,87.1574074074074,2100.1881858710562,45.827810179748454,49.5,127.25,-0.24036058036997496,160,2,64.5,70.18518518518519,2168.3360768175585,46.565395701288296,31.5,103.5,0.4919078978247467,14,3,12.0,9.6,16.24,4.029888335921977,7.0,12.0,-0.5874822048108731,2.0262789726257324,0.009605884552001953,0.2530961036682129,0.3558816909790039,0.10634062610396963,0.32609910472733533,0.18568092584609985,0.4503864645957947,2.768824654748391,108,54,121360,42440,536.0,68.64,1701.28,2878.08,1794.56,2784.8,3987.84,2691.52,1981.12,2541.76,3102.4,1520.96,1988.32,1656.32,3011.04,2777.6,4410.24,6042.88,7675.52,7447.84,7724.8,7398.56,6837.92,5482.72,5716.64,6372.0,5347.36,6741.28,8373.92,10006.56,10400.8,10104.16,11412.48,11082.88,12533.76,14166.4,14496.96,13936.32,14403.68,14915.04,15897.6,15430.24,14962.88,16595.52,18228.16,19860.8,20421.44,19857.92,19486.72,20047.36,21680.0,23312.64,24945.28,26577.92,28210.56,29843.2,31475.84,31595.52,29962.88,29402.24,29913.6,30123.04,31755.68,33388.32,35020.96,36653.6,38286.24,38757.12,39451.52,41084.16,42716.8,44349.44,45982.08,47614.72,48175.36,49808.0,51440.64,53073.28,54705.92,56338.56,57971.2,59603.84,61236.48,62869.12,64501.76,66134.4,67767.04,69399.68,69960.32,71592.96,73225.6,74858.24,76490.88,78123.52,79756.16,79667.2,79805.44,79529.92,78969.28,78408.64,78920.0,0
198,1,111.0,104.82170542635659,2959.6658854636144,54.402811374630396,62.0,145.0,-0.13552775898438923,192,2,77.0,89.55072463768116,3689.4068473009875,60.740487710430735,38.0,153.0,0.2823861499889845,15,2,11.5,10.666666666666666,20.22222222222222,4.496912521077347,9.25,14.5,-0.8805390234182968,1.4169402122497559,0.013325929641723633,0.25336015224456787,0.33193307552697526,0.07351169325902862,0.27113039899470626,0.16242468357086182,0.3831249475479126,1.7957968850453596,129,69,131162,47308,536.0,171.34,193.32,558.02,2337.36,2095.3,2680.04,2315.38,3022.72,2702.06,2758.6,1972.74,1343.92,1708.58,3066.76,4846.1,5553.44,7332.78,7012.12,7719.46,7354.8,7533.86,7697.48,7332.82,7555.84,7675.5,8241.16,8062.18,8769.52,10548.86,12328.2,13060.46,12670.88,12717.78,12029.56,13808.9,15588.24,17367.58,19146.92,20926.26,22705.6,23412.94,22623.72,22727.62,24506.96,24525.7,23818.36,24139.02,22359.68,23931.66,25711.0,27490.34,29269.68,31049.02,32828.36,34607.7,36387.04,38166.38,38873.72,40653.06,42432.4,44211.74,45991.08,47770.42,49549.76,51329.1,53108.44,54887.78,56667.12,58446.46,60225.8,62005.14,63784.48,64491.82,66271.16,68050.5,69829.84,71609.18,71807.48,70028.14,69487.2,69685.46,69917.88,71697.22,73476.56,75255.9,76340.76,76670.58,75278.08,75985.26,76692.6,75300.06,75664.72,76714.62,77421.96,77057.3,77123.36,78515.98,80295.32,82074.66,83854.0,0
164,1,92.5,87.16,2162.8344,46.50628344643334,51.25,125.25,-0.22470285879217106,165,2,70.0,76.6,2363.9015384615386,48.61997057240511,36.0,117.0,0.3374485545984018,17,8,12.0,11.8,10.16,3.1874754901018454,9.0,13.0,0.40463488536074904,2.5759551525115967,0.002763032913208008,0.26047587394714355,0.37950510266183435,0.1408686361543228,0.37532470762570747,0.2415693998336792,0.43341100215911865,3.8974782776886587,100,65,119282,47734,536.0,100.8,1765.6,2781.6,1923.2,2516.0,4087.2,3494.4,2901.6,1759.2,3424.0,4016.8,5681.6,7346.4,8728.8,9208.0,7543.2,7617.6,6357.6,5675.2,5196.0,4716.8,5058.4,4830.4,4351.2,5336.0,4552.8,4150.4,4710.4,4275.2,4868.0,6532.8,8197.6,9862.4,10455.2,10936.0,10568.8,10822.4,9157.6,9263.2,7972.0,8304.8,9969.6,11634.4,13299.2,14964.0,16628.8,18293.6,19958.4,21623.2,20460.0,19680.8,20273.6,21938.4,23603.2,25268.0,26932.8,28597.6,30262.4,31927.2,33592.0,35256.8,36921.6,38586.4,40251.2,41448.0,40523.2,41002.4,39538.4,41203.2,42868.0,44532.8,46197.6,47862.4,49527.2,50120.0,51784.8,53449.6,55114.4,56779.2,58444.0,60108.8,60701.6,62366.4,64031.2,65696.0,66288.8,67953.6,69618.4,68640.8,68048.0,67455.2,66717.6,68382.4,68975.2,70640.0,72304.8,72254.4,71661.6,72140.8,71548.0,0
122,1,70.0,65.42307692307692,1223.0133136094676,34.971607249445476,35.25,96.75,-0.20826639304331337,123,2,50.0,56.06666666666667,1270.4177777777777,35.64292044400651,26.0,82.0,0.36269158844827404,14,6,11.5,10.75,8.6875,2.947456530637899,9.75,12.5,-0.6919757167317173,2.4012489318847656,0.004820108413696289,0.25508999824523926,0.2807345740000407,0.12714759954628593,0.35657762064701415,0.10627293586730957,0.2924915552139282,4.771431667623024,78,45,99354,34466,536.0,275.16,14.32,-246.52,551.36,1884.2,2994.96,3477.88,2710.72,2971.56,3731.6,3746.76,3485.92,3225.08,3203.76,2703.4,3514.56,4030.28,5363.12,6695.96,8028.8,8289.64,8205.52,6872.68,6611.84,7233.0,6842.16,5829.32,5959.52,6379.64,7553.2,8886.04,10218.88,11551.72,11812.56,12098.6,12334.24,12595.08,12388.08,12127.24,13377.6,14710.44,16043.28,17376.12,18708.96,20041.8,21374.64,22707.48,24040.32,24486.84,24226.0,23838.84,22908.32,22260.52,21493.36,22826.2,24159.04,25491.88,26824.72,28157.56,27797.6,27927.24,29260.08,30592.92,31925.76,33258.6,34591.44,35091.72,34881.12,36213.96,37546.8,38879.64,40212.48,41545.32,42878.16,44211.0,45543.84,46876.68,48209.52,49542.36,50875.2,52208.04,53540.88,54873.72,56206.56,57539.4,58872.24,60205.08,60954.08,61798.76,63131.6,64464.44,65797.28,67130.12,68462.96,67264.2,65931.36,65177.48,65409.68,65148.84,64888.0,0
158,2,94.0,87.23809523809524,2068.695691609977,45.48291648091597,47.0,127.0,-0.24793975737897878,157,1,61.0,64.16981132075472,1749.499466002136,41.82701837332104,31.0,91.0,0.46766690985663173,13,2,13.0,10.0,18.4,4.2895221179054435,9.0,13.0,-1.094679557499499,4.248240947723389,0.05900096893310547,0.2550950050354004,0.36757473104140337,0.28711685216821514,0.5358328584252884,0.1514270305633545,0.3395981788635254,5.366906511010571,105,53,117498,38842,-536.0,-1022.04,480.08,2038.12,1543.84,2085.8,3496.24,3169.72,2324.32,2197.64,1711.6,1225.56,739.52,510.52,2068.56,3626.6,5184.64,5670.68,7228.72,6721.24,6235.2,6821.16,6044.88,7602.92,8088.96,9647.0,11205.04,12128.92,11642.88,11156.84,11005.2,11491.24,11798.72,12384.68,10826.64,11335.4,10926.56,12307.48,13865.52,14564.44,14078.4,13592.36,13709.68,15267.72,16825.76,18383.8,18869.84,19355.88,19841.92,20327.96,21886.0,23444.04,25002.08,26560.12,28118.16,29676.2,31234.24,31720.28,30941.68,30455.64,29969.6,29483.56,29994.48,31552.52,33110.56,34668.6,36226.64,37784.68,38849.28,38800.76,40358.8,41916.84,43474.88,45032.92,46590.96,48149.0,49552.96,50193.08,51751.12,53309.16,54867.2,56425.24,57983.28,59541.32,61099.36,62657.4,64215.44,65773.48,67331.52,68889.56,69375.6,70933.64,72491.68,74049.72,75607.76,77062.2,75595.84,77153.88,78711.92,79142.04,78656.0,0
