max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
307,1,164.0,163.38251366120218,7274.378273462928,85.28996584278204,91.5,237.5,-0.14662721681424948,309,2,128.5,142.82539682539684,8697.334593096497,93.25950135560717,63.25,216.75,0.22814077231410912,18,8,11.5,12.1,7.49,2.7367864366808017,10.25,13.5,0.7147829481631426,2.1632699966430664,0.0019071102142333984,0.18423914909362793,0.21857379315167488,0.06683755215418077,0.25852959628286426,0.10132193565368652,0.2588639259338379,5.31955266153341,183,126,237734,101276,536.0,-1395.26,1989.48,1086.22,1653.04,1467.7,-1900.44,-3141.18,-2182.08,1202.66,-1767.4,-2571.86,-600.88,-2361.62,-817.64,2567.1,3256.16,1920.58,1061.32,1677.94,437.2,224.46,1956.28,5341.02,8725.76,12110.5,15495.24,15352.02,18020.72,18233.46,16578.2,17630.94,18488.32,17968.42,18150.84,17938.1,20662.64,24047.38,27432.12,30816.86,34201.6,32314.34,33555.08,34839.82,38224.56,38437.3,41822.04,45206.78,48591.52,51976.26,53261.0,53510.26,53598.48,53924.78,52907.96,54891.3,53650.56,54806.18,58190.92,61343.66,64728.4,65217.14,67209.88,70477.38,70540.64,70051.9,70204.84,70466.42,73006.32,76391.06,79775.8,82884.54,86269.28,89654.02,89822.76,93207.5,96592.24,99976.98,103361.72,106746.46,110131.2,113515.94,116819.32,119213.42,120498.16,123289.1,122048.36,122208.38,123590.88,125761.86,129146.6,129359.34,129083.92,131884.82,132053.56,134481.7,132523.04,133028.22,133976.52,137361.26,136458.0,0
266,1,153.0,143.2774193548387,5546.084328824141,74.47203722756711,82.5,206.5,-0.2077491081993644,267,2,113.0,121.16071428571429,6202.77774234694,78.75771544646874,58.5,187.25,0.29693067950045243,17,7,13.0,12.5,11.5,3.391164991562634,9.75,14.75,-0.12500513674002148,1.3930859565734863,0.0017440319061279297,0.2303309440612793,0.2525651469552444,0.040289686196886505,0.20072290899866538,0.11604106426239014,0.3078709840774536,2.1973827388287464,155,112,171504,91092,536.0,-1012.6,-2561.2,-3174.2,-553.6,-1105.0,443.6,-1052.2,-1775.2,-2005.4,-2482.0,-2958.6,-1423.2,-4043.8,-3967.6,-2145.0,-2926.4,-305.8,2314.8,2392.6,1916.0,367.4,962.8,-486.2,-1062.4,517.0,-1908.4,-524.2,-2072.8,-2678.6,-450.0,-1405.4,1215.2,1459.8,1184.4,2733.0,4005.6,3730.2,6350.8,6004.6,4928.0,5404.6,5646.8,5170.2,4693.6,5211.0,7831.6,10452.2,10928.8,10578.6,10898.0,13518.6,15067.2,17687.8,20308.4,22929.0,25018.4,23845.8,23325.2,24923.4,27544.0,30164.6,32785.2,35405.8,38026.4,40647.0,43267.6,43311.8,44308.8,45398.6,42778.0,41582.6,43648.8,44679.8,47300.4,49921.0,49413.6,52034.2,54654.8,57275.4,59896.0,62516.6,65137.2,67757.8,68417.6,68755.0,67175.6,69796.2,71344.8,73965.4,75514.0,75006.6,74032.8,75380.2,75655.6,76957.0,77433.6,78982.2,80530.8,80888.6,80412.0,0
262,1,148.5,140.4935064935065,5095.847360431776,71.38520407221496,81.5,198.75,-0.235465867532592,261,2,105.5,118.67592592592592,6330.81164266118,79.56639769815635,49.5,185.5,0.33892095409713024,17,7,11.5,12.0,12.25,3.5,9.0,15.25,0.08746355685131195,2.140255928039551,0.006106138229370117,0.2352830171585083,0.304603835469798,0.07506131234447062,0.2739731963978787,0.14170712232589722,0.3360980153083801,3.1537381306841366,154,108,159806,84836,536.0,238.94,-58.12,-355.18,-1724.24,-4165.3,-2821.64,-1807.42,-1155.52,-1417.54,-2786.6,-2364.34,-3424.72,-3721.78,-4018.84,-4315.9,-2935.04,-1958.02,-3327.08,-3668.14,-3394.8,-3234.26,-3531.32,-3076.38,-3373.44,-4065.5,-4719.56,-4455.38,-5313.68,-5610.74,-6736.2,-6395.14,-3954.08,-1513.02,-1740.04,-1946.9,494.16,2935.22,3232.28,2777.34,3237.6,3095.46,2643.48,2617.58,2914.64,2183.7,4624.76,7065.82,8434.88,10875.94,13317.0,15758.06,18199.12,19759.82,18390.76,19134.3,20372.64,20888.42,23329.48,25770.54,28211.6,30652.66,33093.72,34462.78,36903.84,39344.9,37954.04,38435.02,40876.08,39681.14,40022.2,42463.26,43832.32,46273.38,48714.44,51155.5,53596.56,53922.38,56334.68,58775.74,58320.8,60761.86,61613.08,63179.98,65621.04,67353.9,66259.16,66556.22,68997.28,71438.34,73879.4,73795.54,74473.52,74273.42,73011.64,75452.7,75262.24,75018.82,74580.12,74904.94,74970.0,0
307,1,164.5,159.8,7497.8933333333325,86.59037667855091,88.75,230.25,-0.11800785196556443,309,2,141.0,148.30232558139534,8519.807824049036,92.30280507140093,67.0,237.0,0.16223965057282497,15,7,13.0,12.4,5.040000000000001,2.244994432064365,11.25,14.0,-1.1411630805467008,0.9905319213867188,0.014695167541503906,0.23808693885803223,0.2462856432812362,0.02391978586542697,0.15466022716078937,0.13805389404296875,0.2822299003601074,1.3458486127631784,180,129,199987,105992,536.0,-635.57,1346.86,2696.71,-357.72,-3412.15,-6293.42,-5386.99,-2332.56,-3011.87,-2894.3,-3804.73,-4715.16,-4036.41,-981.98,1000.45,1115.12,-867.31,-1496.26,-2688.17,-2847.4,-3437.03,-3275.46,-3157.89,-3449.68,-395.25,1587.18,3569.61,6624.04,6887.53,5977.1,5066.67,5125.76,4317.81,3407.38,2452.95,2570.52,3509.91,6564.34,9618.77,12673.2,12511.63,13422.06,15404.49,14907.08,14097.35,16079.78,19134.21,22188.64,25243.07,26788.5,24806.07,26946.36,27009.21,26098.78,26825.65,26057.92,28734.51,31788.94,31606.63,33929.8,36981.77,38458.66,41513.09,43495.52,45477.95,48532.38,48414.81,51469.24,54523.67,56506.1,59560.53,62614.96,65669.39,67651.82,70706.25,73760.68,76815.11,78797.54,80706.03,79866.4,79161.17,77178.74,78165.69,81220.12,83875.45,84156.98,85138.59,83156.16,85948.27,86106.7,85713.13,88767.56,90749.99,93721.58,95786.85,94553.28,95654.29,94743.86,95140.57,93995.0,0
158,1,87.5,84.09183673469387,1983.3283007080383,44.534574217208345,47.25,120.75,-0.14632841700894234,160,2,70.0,74.8225806451613,2317.5975546305935,48.1414328269381,33.25,115.75,0.23511611452711864,15,8,11.0,11.6,5.4399999999999995,2.33238075793812,11.0,13.0,-0.07944419752925004,0.9281268119812012,0.021088838577270508,0.2609560489654541,0.2743127565274293,0.019239486243756175,0.13870647513276435,0.21367895603179932,0.3026825189590454,1.6083534560244217,98,62,120912,48668,536.0,-82.44,-371.12,247.32,206.24,-412.2,1074.64,2765.08,2828.48,3238.04,4620.4,3138.84,2685.28,2864.28,2850.16,1627.4,-63.04,-1753.48,-2371.92,-3221.64,-2580.8,-912.76,777.68,2468.12,4158.56,4777.0,3295.44,2841.88,4532.32,6222.76,7438.8,8400.36,8853.92,8235.48,8242.96,8070.6,7423.84,9114.28,9863.28,11423.16,13113.6,14804.04,16494.48,18184.92,17748.64,18349.8,20040.24,21641.32,21321.12,20780.44,19386.0,19543.56,19870.88,21561.32,23251.76,24942.2,26632.64,27019.08,28709.52,30399.96,32090.4,33780.84,33588.72,35017.72,36708.16,38398.6,40089.04,41779.48,43469.92,42027.64,42882.8,44573.24,46263.68,47954.12,49644.56,51335.0,53025.44,54715.88,56406.32,58096.76,59787.2,61477.64,61776.08,63466.52,65156.96,64576.6,64569.84,65984.28,66602.72,67650.84,66767.6,66413.96,65795.52,66522.92,68213.36,69903.8,71594.24,72087.32,72831.12,73934.44,72244.0,0
223,1,114.0,113.55555555555556,3776.335802469136,61.451898282063965,65.0,163.5,-0.06471019514488605,224,2,107.0,110.89887640449439,4791.192021209443,69.21843700351405,50.0,180.0,0.08339013914140786,15,7,11.0,11.571428571428571,6.244897959183674,2.498979383505129,10.5,13.5,-0.3867124959095784,1.2299070358276367,0.005156040191650391,0.21945595741271973,0.24411657822033592,0.03612608104977131,0.190068621949472,0.1166391372680664,0.28541994094848633,1.8752634362326133,135,89,152052,75658,536.0,-408.26,-791.48,963.22,1905.04,1733.3,2633.56,534.18,1262.08,62.34,-65.4,2205.14,4476.88,6748.62,6575.64,6447.9,7175.84,8336.42,6064.68,6531.06,5809.2,5681.46,5886.28,8158.02,10429.76,11470.5,11757.24,12956.98,15228.72,14604.46,15528.2,15655.94,17927.68,20199.42,19660.84,20542.9,21598.64,23401.62,22201.88,23097.86,25369.6,27641.34,29913.08,32184.82,34456.56,35115.7,34147.96,32948.22,31748.48,31129.26,33401.0,35672.74,37944.48,40216.22,42487.96,43647.7,44920.56,46091.18,48362.92,47085.34,44813.6,42541.86,40270.12,39879.62,42151.36,44423.1,46694.84,48966.58,51238.32,53510.06,55781.8,58053.54,59253.28,61477.02,63748.76,66020.5,68292.24,69491.98,71763.72,74035.46,76307.2,76045.06,76606.68,78873.58,76906.16,78530.1,78233.64,76305.38,77505.12,79776.86,82048.6,83248.34,81747.92,82475.82,82564.44,80292.7,78183.04,76821.22,75621.48,77294.26,76394.0,0
222,1,121.0,115.24812030075188,3816.3970829328955,61.776994770973566,64.0,163.0,-0.08754467418916616,223,2,102.0,107.2,4589.493333333333,67.745799377772,46.5,171.25,0.1340989458131376,15,5,12.0,11.857142857142858,9.551020408163264,3.0904725218262765,11.5,14.0,-1.3180055944496905,0.8112568855285645,0.0030510425567626953,0.2131788730621338,0.19261298646460046,0.014868695797928511,0.12193726172884362,0.09056496620178223,0.25884342193603516,1.152588878788112,133,90,150510,63792,536.0,529.66,-523.32,-516.98,554.64,2447.7,1613.96,2416.38,3450.72,1638.94,2347.4,1281.74,1288.08,1701.58,2328.76,2335.1,1269.44,736.22,773.88,767.54,2905.2,5042.86,6359.48,5293.82,6139.84,7205.5,9343.16,11480.82,12546.48,13599.86,12534.2,12540.54,13681.12,15129.22,15511.56,14445.9,15843.76,17981.42,20119.08,22256.74,24394.4,26532.06,26474.28,26839.38,25326.96,24261.3,25339.64,23201.98,24795.68,24718.66,26175.0,28312.66,29942.32,32079.98,33145.64,35283.3,37420.96,39558.62,40624.28,41689.94,43827.6,45965.26,48102.92,50240.58,52378.24,54515.9,56653.56,58791.22,60928.88,63066.54,64132.2,66269.86,67580.48,69473.18,71610.84,73748.5,74814.16,75616.18,75578.52,75584.86,75591.2,75597.54,75848.12,76682.22,76688.56,75873.1,76381.24,75591.58,75597.92,76023.74,78161.4,79227.06,80292.72,82430.38,84568.04,85633.7,85627.36,84818.98,85614.68,87407.66,86718.0,0
321,1,178.5,175.4516129032258,8756.95733610822,93.57861580568618,97.25,258.75,-0.12859213079688223,325,2,143.0,146.33812949640287,8377.187826717045,91.5269786823374,66.5,222.5,0.16181116210681884,17,10,13.0,13.4,4.4399999999999995,2.1071307505705477,13.0,13.75,0.42840374402883014,1.19281005859375,0.00191497802734375,0.25864481925964355,0.2854680599310459,0.043767710090633766,0.209207337564039,0.15132391452789307,0.33613359928131104,1.7559256943817936,186,139,194501,118436,536.0,444.01,-675.98,1619.97,-1504.04,-428.05,-3552.06,-5604.07,-5075.92,-5420.09,-7472.1,-7380.11,-8360.12,-8575.87,-5451.86,-8348.15,-6067.84,-3407.83,-1560.18,-1944.19,-2924.2,-3279.79,-2575.78,-3720.23,-3743.76,-4652.25,-3883.74,-3931.73,-4376.28,-4027.71,-903.7,2220.31,2027.68,112.33,3236.34,6360.35,4212.36,7336.37,6172.38,9296.39,8176.4,9523.59,9108.42,7519.57,8968.44,12092.45,14007.54,13027.53,13020.48,12972.49,13215.5,12235.49,12784.52,12736.53,12688.54,15467.45,13415.44,15716.57,17768.58,17996.59,20815.4,23172.61,24115.38,23784.63,24764.64,27888.65,25623.34,25692.67,25600.68,25596.69,27451.3,28628.71,31752.72,34876.73,38000.74,40967.25,38788.76,40942.77,42954.78,46078.79,49202.8,47475.19,44351.18,41227.17,41856.84,44980.85,47032.86,50108.87,53232.88,55473.11,53365.1,56348.91,59472.92,62596.93,65720.94,68844.95,71968.96,74020.97,77144.98,79189.01,76065.0,0
167,1,94.0,88.91743119266054,2043.9473108324216,45.21003551018757,55.0,124.0,-0.17420457154550395,168,3,61.0,76.33898305084746,2818.2240735420855,53.086948240995035,29.0,136.0,0.3280561705801666,15,5,10.0,10.4,13.839999999999998,3.7202150475476548,8.0,14.0,-0.1062776526330066,1.462602138519287,0.004261970520019531,0.2522768974304199,0.2860697914572323,0.0485634716103657,0.22037121320709221,0.18148303031921387,0.31818413734436035,2.2543712368435833,109,59,122924,45540,536.0,1000.72,393.44,213.84,250.88,-356.4,-2035.68,-529.04,1150.24,685.52,631.2,-1048.08,407.36,1937.36,258.08,1201.2,2880.48,4559.76,6140.96,5774.32,4926.4,5960.88,6607.84,6103.44,5669.28,6134.0,5825.28,7504.56,8336.16,7728.88,7121.6,7833.68,8440.96,10120.24,11236.48,12406.8,14086.08,14693.36,16372.64,18051.92,19731.2,21410.48,23089.76,24769.04,25376.32,24960.4,24490.88,25098.16,24677.44,24256.72,25936.0,27615.28,27209.44,28077.84,29757.12,31436.4,33115.68,34794.96,36198.24,37877.52,39556.8,41236.08,42915.36,44594.64,46273.92,46881.2,48560.48,50239.76,51919.04,53598.32,55277.6,56956.88,58636.16,60315.44,61994.72,63674.0,64390.72,65960.56,67639.84,69319.12,70998.4,71534.32,71228.96,72908.24,73736.48,73094.8,73702.08,72942.64,72335.36,71728.08,71120.8,71466.48,72006.24,71697.04,73376.32,75055.6,74761.12,75242.16,76921.44,78600.72,77384.0,0
308,1,173.0,164.6,7819.894054054053,88.43016484240009,88.0,241.0,-0.18546667034725692,307,2,129.0,139.3089430894309,7649.4330094520465,87.46103709339403,67.0,207.0,0.27964211211990825,16,8,12.0,12.0,6.8,2.6076809620810595,10.0,14.5,0.06767338136888564,0.7404661178588867,0.010056018829345703,0.22081661224365234,0.22101808482028068,0.02016523400431597,0.14200434501914358,0.10452955961227417,0.29979705810546875,0.9302182696923071,185,123,195924,97656,536.0,1322.44,1107.12,4011.32,2697.76,1655.8,246.64,-1033.08,-2336.48,-3650.04,-3891.6,-2033.16,-174.72,2755.72,3542.16,2103.4,1943.04,4873.48,6000.08,5418.36,4427.2,5784.76,5633.68,6464.12,6222.56,4909.0,4936.56,4150.12,5256.32,5529.24,5801.2,4940.36,5274.08,5308.52,5066.96,7997.4,8160.16,6166.28,9096.72,12027.16,13885.6,12572.04,13489.52,11248.92,13264.64,13661.8,12763.76,11977.32,13213.12,15876.44,16698.0,17484.44,20414.88,22002.68,23103.76,26034.2,28964.64,31895.08,33753.52,35611.96,34825.6,31895.16,32699.28,35418.28,35383.84,34030.6,34861.04,37791.48,39649.92,42580.36,45489.2,45545.24,48199.68,48986.12,51916.56,54847.0,57777.44,60707.88,63638.32,66568.76,69499.2,71106.36,73216.08,76146.52,77867.04,78879.4,80737.84,82596.28,84454.72,84213.16,86071.6,87605.96,89788.48,91646.92,91370.64,90047.8,92978.24,95908.68,96624.88,97481.56,98268.0,0
