max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
200,1,111.0,108.43548387096774,3291.7135796045777,57.37345709999161,60.75,158.25,-0.2033620141038861,202,2,86.0,90.47435897435898,3374.762163050624,58.09270318250498,41.25,131.25,0.3295767252588729,15,5,12.5,11.666666666666666,10.555555555555555,3.2489314482696545,11.25,13.75,-1.1879749339933356,2.795670986175537,0.00023102760314941406,0.22349286079406738,0.26524241696233336,0.13150429257245608,0.3626352059197453,0.11229312419891357,0.26959288120269775,4.604200346734738,124,78,155844,54704,124.0,-139.76,1964.48,4068.72,3979.04,4154.8,6001.44,7186.32,6845.92,6806.16,6766.4,5654.64,7758.88,7407.12,6532.64,5503.6,4468.16,4507.92,5240.32,7344.56,9448.8,10094.96,10485.28,12589.52,14693.76,16798.0,18902.24,21006.48,23110.72,25214.96,26247.2,26212.56,25227.68,25132.08,25236.16,25240.4,25207.36,26232.88,25286.88,25326.64,24294.4,24017.84,24022.08,25054.32,27158.56,29262.8,31367.04,33471.28,33431.52,32744.24,32324.0,31751.76,33316.48,35420.72,37524.96,39629.2,41733.44,43837.68,44058.08,42730.16,44049.6,45866.64,47970.88,47975.12,50079.36,52183.6,51696.16,53496.08,55600.32,55328.56,57432.8,59537.04,61641.28,63745.52,65849.76,67954.0,70058.24,72162.48,74266.72,76370.96,78475.2,80579.44,82683.68,84787.92,85511.84,86852.4,88612.64,89644.88,89605.12,88537.36,90641.6,92745.84,94850.08,96277.68,97986.56,100090.8,102195.04,103164.72,103204.48,103191.76,101140.0,0
171,1,88.0,86.71698113207547,2195.448202207191,46.85561014656827,46.75,126.75,-0.03083157844705171,170,2,81.0,84.83076923076923,2827.832899408284,53.17737206188629,37.0,136.0,0.04915243157473985,16,8,10.0,11.0,7.2,2.6832815729997477,10.0,11.0,0.9938079899999065,0.6269898414611816,0.006012916564941406,0.2477329969406128,0.230446254953425,0.01503836257349899,0.12263100168187076,0.1514948606491089,0.2842751145362854,0.4681558828296596,106,65,134782,51704,536.0,251.5,33.0,-273.5,1586.0,2766.5,2133.0,2920.5,2460.0,1672.5,1957.0,97.5,602.0,-405.5,1149.0,3008.5,4868.0,5655.5,7515.0,9374.5,10970.0,10993.5,11495.0,11228.5,9920.0,10204.5,9417.0,10222.5,12082.0,13941.5,14729.0,16588.5,18448.0,20307.5,21841.0,20854.5,21642.0,21357.5,21099.0,21904.5,23764.0,24551.5,26305.0,26126.5,27986.0,29845.5,31705.0,33564.5,35424.0,37283.5,39143.0,37633.5,36846.0,37305.5,39165.0,38880.5,40740.0,42599.5,44459.0,46318.5,48178.0,50037.5,51897.0,53756.5,55616.0,57475.5,58263.0,57797.5,55938.0,55905.5,56507.0,58088.5,59948.0,61807.5,63667.0,65526.5,67386.0,69245.5,71105.0,69803.5,70668.0,72527.5,71553.0,71206.5,73066.0,74925.5,76785.0,78644.5,80504.0,82363.5,82685.0,81897.5,81110.0,80322.5,80453.0,81240.5,83100.0,82268.5,82851.0,82793.5,83078.0,0
158,1,86.0,81.43434343434343,1867.962860932558,43.219935920042246,46.5,116.0,-0.12216844439618924,157,2,75.0,76.2542372881356,2419.647227808101,49.189909817035655,33.5,126.0,0.18436748412375298,14,5,12.0,10.8,9.36,3.059411708155671,11.0,12.0,-1.1096485594998113,1.3211240768432617,0.004042863845825195,0.28425586223602295,0.3029434141658601,0.046348377363990924,0.21528673290286823,0.1729559302330017,0.3758048415184021,1.8625080071805038,99,59,119282,41270,536.0,7.84,520.32,-1048.48,548.64,2148.8,2463.04,2962.88,3733.28,3962.56,4506.4,2906.24,3450.08,4274.08,4537.76,4009.6,3481.44,4025.28,3497.12,4047.04,5647.2,7247.36,8847.52,10240.32,9712.16,10432.0,12032.16,13632.32,13132.48,13660.64,12667.2,13688.96,15289.12,16889.28,18489.44,20089.6,21689.76,23289.92,24890.08,25418.24,24918.4,24201.44,23673.28,23145.12,22616.96,21579.2,23179.36,24503.52,25976.32,24807.84,26408.0,28008.16,29608.32,31208.48,32808.64,34408.8,35867.04,35233.12,36833.28,38433.44,40033.6,41362.24,42161.92,41057.92,42466.24,44066.4,45666.56,47266.72,48866.88,50467.04,52067.2,53667.36,55267.52,56867.68,58467.84,60068.0,61668.16,63268.32,64868.48,66468.64,66676.8,68276.96,69877.12,71133.28,72733.44,74333.6,73922.24,73245.92,72865.92,71265.76,72730.4,74330.56,75930.72,77530.88,78059.04,77515.2,78043.36,78568.48,78040.32,78540.16,78012.0,0
179,1,95.0,91.22429906542057,2455.2207179666343,49.55018383383289,46.5,131.5,-0.08933024892049346,178,2,81.0,88.18055555555556,2983.647955246913,54.622778721398944,45.5,142.25,0.11681606852282782,15,7,12.0,11.6,7.040000000000001,2.65329983228432,11.0,13.0,-0.5936004596374715,1.1069920063018799,0.011533975601196289,0.22297286987304688,0.26306423227837744,0.04308898015002818,0.20757885284881064,0.1105683445930481,0.30819225311279297,1.714593315993623,107,72,136464,55434,536.0,305.62,-75.24,960.86,2874.48,1616.1,2457.72,3896.66,1983.04,69.42,299.8,497.82,-1383.44,81.06,-105.32,1808.3,3721.92,5635.54,7549.16,9462.78,10304.4,10074.02,10603.64,9286.74,10186.88,9747.5,8905.88,8511.74,10425.36,12338.98,14252.6,16166.22,15340.16,15570.54,14728.92,13887.3,14074.32,15987.94,16829.56,16688.82,17440.8,19354.42,21268.04,23181.66,25095.28,27008.9,28922.52,30836.14,29874.24,30695.38,29827.0,28985.38,29772.24,31685.86,33599.48,33986.9,34530.72,36444.34,38357.96,40271.58,42185.2,44098.82,46012.44,47926.06,49839.68,48662.7,50218.92,50295.46,50874.16,52787.78,54701.4,56615.02,58528.64,60442.26,62355.88,63946.5,65111.12,67024.74,68938.36,67955.98,69869.6,71783.22,73696.84,73874.46,75759.92,73846.3,74308.68,75228.94,77142.56,79056.18,79254.2,78412.58,78598.96,79294.66,81208.28,80098.1,79719.52,79489.14,81402.76,81871.62,81030.0,0
169,1,89.5,86.32,2294.4176,47.90007933187585,43.75,127.25,-0.06908063030271597,167,2,78.0,83.08695652173913,2497.8475110270947,49.97847047506651,41.0,124.0,0.09752031966806889,15,9,12.0,12.0,4.0,2.0,11.0,13.0,0.0,2.474881172180176,0.0077779293060302734,0.24685347080230713,0.27190277973810834,0.11740736736279288,0.34264758479054375,0.09173780679702759,0.3031266927719116,4.869156045472664,100,69,128008,51748,536.0,184.2,904.4,519.4,1316.8,3109.0,2757.2,3477.4,5186.4,3394.2,3746.0,3186.2,2305.6,2613.4,2262.8,4055.0,5847.2,7639.4,9431.6,10151.8,11944.0,13736.2,13384.4,13195.4,12475.2,13133.0,12106.8,11445.4,12165.6,13957.8,15750.0,16470.2,18262.4,18982.6,17785.2,17065.0,16191.2,17751.4,16327.6,18119.8,19912.0,21704.2,22424.4,24216.6,26008.8,27671.0,28521.2,27866.6,29209.6,31001.8,32794.0,33238.2,33429.6,33781.4,33061.2,33975.0,35767.2,35459.4,37251.6,39043.8,40836.0,42628.2,44420.4,46212.6,45171.2,46901.0,48693.2,50485.4,52277.6,53906.2,52114.0,50321.8,50770.4,52562.6,54354.8,56147.0,57939.2,59088.6,60451.6,62243.8,64036.0,65828.2,67620.4,66351.4,66020.8,67813.0,69605.2,70325.4,72117.6,73909.8,75614.0,76078.2,76229.6,75374.6,74789.2,72997.0,74407.2,73700.6,74052.4,74467.8,76260.0,0
139,1,78.0,74.09411764705882,1460.461730103806,38.215987886011874,45.0,107.0,-0.21929434109565732,138,3,59.0,63.55555555555556,1777.469135802469,42.16004193312038,26.25,96.0,0.34100469408380424,16,5,12.0,11.25,15.6875,3.960744879438715,10.25,13.0,-0.5477057410147471,3.4800660610198975,0.030143022537231445,0.26958489418029785,0.3340901044698862,0.22746902128042465,0.47693712508089015,0.17505133152008057,0.2914390563964844,5.1559529461573375,85,54,110728,37496,536.0,131.12,273.76,393.36,11.52,-416.4,865.28,2342.16,2747.04,3016.08,1539.2,1593.68,1757.44,303.44,708.32,542.8,1518.08,485.04,-715.84,-1423.28,53.6,-1178.48,-164.64,1312.24,2789.12,4266.0,5742.88,7219.76,8696.64,10173.52,10578.4,10983.28,10195.84,9790.96,10097.92,11574.8,13051.68,14339.44,12862.56,12457.68,12527.2,12932.08,14408.96,15885.84,17362.72,18839.6,20316.48,21793.36,23270.24,24747.12,26224.0,25043.12,25209.76,25205.36,24800.48,25120.4,26597.28,28074.16,29551.04,31027.92,32504.8,33981.68,35458.56,34676.56,35516.32,36993.2,38470.08,38642.96,40119.84,41596.72,43073.6,44550.48,45988.64,46432.24,47909.12,49386.0,50862.88,52339.76,53816.64,55293.52,56770.4,58247.28,59724.16,61201.04,62677.92,63082.8,64559.68,65871.44,64617.44,66094.32,67571.2,68739.92,69948.96,71425.84,72902.72,74272.4,72795.52,73418.64,74041.76,73636.88,73232.0,0
148,3,82.0,78.74193548387096,1664.901144640999,40.80320017646899,46.0,113.0,-0.10619802795575413,150,1,63.0,70.21052631578948,2172.4469067405353,46.60951519529607,30.0,112.0,0.19669989901745874,15,8,11.0,11.4,5.84,2.4166091947189146,10.0,13.0,0.12244032324528142,3.272106885910034,0.002170085906982422,0.2706489562988281,0.37942377626895907,0.19268891978653774,0.4389634606508129,0.2353479266166687,0.35509443283081055,4.376339532147315,93,57,114076,40242,-536.0,-1001.82,-1467.64,-1933.46,-3228.72,-1690.9,-153.08,1384.74,2922.56,3388.38,3854.2,4320.02,4374.16,3908.34,3573.48,4039.3,3582.88,3117.06,3336.76,2774.58,4312.4,5850.22,7388.04,8925.86,10463.68,12001.5,13539.32,15077.14,15857.04,17080.78,16329.4,16891.58,15353.76,15860.06,15253.88,16791.7,15270.48,15579.34,17117.16,16725.02,15187.2,15938.62,16968.44,18506.26,20044.08,21581.9,23119.72,24657.54,26195.36,25166.82,26375.0,27592.82,28058.64,29596.46,31134.28,32672.1,34209.92,35747.74,37285.56,38823.38,39762.8,40827.02,42364.84,43902.66,45440.48,46978.3,48516.12,50053.94,51591.76,53129.58,54667.4,56205.22,57743.04,58999.14,59746.68,61284.5,61061.68,60800.14,61202.04,60703.78,60270.4,58732.58,60001.24,61539.06,63076.88,64614.7,66152.52,67690.34,67795.84,68665.98,70203.8,70786.38,71135.44,70926.74,70995.08,71460.9,70898.72,71364.54,72902.36,74440.18,73834.0,0
164,1,91.0,85.07368421052631,1932.152465373961,43.956256271138024,51.0,116.5,-0.12071762791372498,165,2,72.0,80.18571428571428,2711.608367346939,52.073105989050994,35.5,130.75,0.1452192247053157,15,3,15.0,12.2,21.759999999999998,4.66476151587624,13.0,15.0,-1.4035141563500901,0.9692409038543701,0.00791621208190918,0.2698030471801758,0.2714124219170932,0.02833109581707527,0.1683184357611348,0.18042707443237305,0.3278404474258423,1.2308142426941922,95,70,121360,51256,536.0,156.8,1877.6,2613.6,2147.2,1272.0,2372.8,2074.4,353.6,-1367.2,-1156.0,-1592.8,-1958.4,-237.6,1483.2,3204.0,2780.8,2914.4,3006.4,2627.2,2204.0,1391.2,2117.6,1165.6,1315.2,3036.0,4756.8,6477.6,6277.6,6703.2,7124.0,5944.8,5521.6,7242.4,8552.8,7904.0,9188.8,10909.6,12630.4,14351.2,16072.0,17792.8,19513.6,19825.6,18987.2,20708.0,22428.8,21729.6,22378.4,23084.8,21364.0,21748.8,23469.6,25190.4,26911.2,28632.0,30352.8,32073.6,31737.6,32863.2,34552.0,35232.8,36953.6,38674.4,40395.2,42116.0,43836.8,45557.6,47278.4,48999.2,50720.0,52440.8,54161.6,55882.4,57603.2,59324.0,61044.8,62765.6,64486.4,65135.2,66856.0,68576.8,69225.6,69693.6,68035.2,68396.0,66675.2,67881.6,69301.6,68427.2,70148.0,71868.8,73150.4,72501.6,72924.8,72176.0,71627.2,70577.6,70329.6,70527.2,70104.0,0
215,1,110.5,109.1923076923077,3455.8937869822485,58.786850459794564,60.5,156.25,0.02544180282307781,216,2,103.0,107.45348837209302,4539.154813412656,67.37324998404527,46.5,166.75,-0.014425916151333837,17,5,13.0,11.857142857142858,12.122448979591837,3.481730744843983,10.5,13.5,-0.6113129602508954,0.8312568664550781,0.0016078948974609375,0.23320603370666504,0.22489755134272382,0.024141580035306292,0.15537560952513202,0.10209906101226807,0.31011247634887695,0.7734956768144697,130,86,154666,69598,536.0,-442.72,-722.56,859.84,2042.88,2118.4,2840.32,1675.04,1581.76,211.52,304.8,2542.08,4779.36,7016.64,7109.92,7096.8,7340.48,9577.76,11815.04,12980.32,12930.4,12837.12,12232.16,11341.44,11485.28,12600.0,14837.28,17074.56,19311.84,21549.12,23786.4,24951.68,25067.04,25581.76,24416.48,25368.8,25506.08,25643.36,27559.36,27221.92,29459.2,31696.48,33933.76,35516.96,36175.68,37298.4,39434.88,41672.16,43909.44,46146.72,48384.0,50621.28,52858.56,55095.84,57333.12,59570.4,58679.68,60916.96,63154.24,65391.52,67019.2,68794.08,71031.36,71852.64,74089.92,76004.8,77492.48,77586.24,77679.04,76327.68,76837.6,76930.88,79168.16,81405.44,82570.72,80776.0,78538.72,76301.44,75967.84,77054.88,76286.4,76780.32,77632.96,76549.76,76039.52,78276.8,77341.92,75104.64,76083.36,75377.92,77615.2,78755.52,78662.24,79320.96,80132.32,82369.6,84606.88,85391.84,85298.56,84974.72,85068.0,0
139,1,79.5,76.08333333333333,1653.219246031746,40.65979889315423,41.75,112.5,-0.22330245873710536,141,2,59.0,63.50877192982456,1567.5481686672822,39.59227410325507,30.0,90.0,0.32905234511307996,15,8,14.0,12.75,8.1875,2.8613807855648994,11.75,15.0,-0.9003820431239704,1.7792577743530273,0.015864849090576172,0.24987196922302246,0.2925040912628174,0.08833880817898981,0.2972184519490501,0.1405700445175171,0.31034088134765625,3.4641704645165294,84,57,114884,43304,536.0,12.52,1589.04,3046.44,1570.08,2074.6,3588.88,2012.36,2579.84,2075.32,2497.2,4073.72,5650.24,4081.24,4515.28,5172.2,3595.68,2588.84,3093.36,2082.12,2649.6,2550.92,4127.44,5703.96,7280.48,8857.0,9361.52,10469.96,8893.44,9095.08,8251.6,8756.12,8931.36,8426.84,7053.68,8630.2,10206.72,10260.76,10463.76,12040.28,13384.8,13554.68,13321.84,14689.64,13578.88,14083.4,15659.92,17236.44,18812.96,20389.48,21966.0,23542.52,24740.96,25347.56,24383.92,23879.4,24446.88,23165.64,24742.16,26318.68,27895.2,29471.72,31048.24,32624.76,34201.28,35777.8,37354.32,38930.84,40507.36,42083.88,43660.4,44164.92,45741.44,45606.04,45722.48,44365.0,43860.48,45180.04,46756.56,48333.08,48837.6,50414.12,51990.64,53567.16,55143.68,56720.2,58296.72,59873.24,61449.76,61954.28,63530.8,65107.32,66683.84,68260.36,68527.12,69997.4,69574.08,70022.44,71598.96,73156.52,71580.0,0
