0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,label
140.0,113.0,47350.0,150198.0,-704.8199999999999,447.6399999999999,2422.46,1270.7200000000005,1527.8999999999996,1021.08,1673.7399999999998,2312.5599999999995,2232.619999999999,1593.7999999999993,2085.0200000000004,1783.84,1909.34,3193.48,2760.2999999999997,3531.119999999999,3097.9400000000023,3604.760000000002,5579.580000000002,6601.599999999999,5962.779999999999,6732.040000000001,8706.86,10549.68,12524.5,14367.32,16210.14,18052.96,18823.78,20666.6,20870.58,21048.24,20796.94,20158.119999999995,20996.7,22971.520000000004,24814.34,25562.84,25996.020000000004,25966.800000000003,25790.380000000005,26304.44,28279.259999999995,30122.08,32096.899999999998,33939.72,35782.53999999999,37625.36,38396.17999999999,37313.0,36633.81999999999,36376.64,38351.45999999999,39701.72,39141.09999999999,41115.92,42958.73999999999,44933.56,46908.37999999999,48619.2,49158.01999999999,51132.84,53107.65999999999,54950.48,56925.3,58768.12,60610.94,62585.76000000001,64428.57999999999,66403.4,68378.22,70221.04000000001,71284.14000000001,72966.68,74941.5,76784.32,78627.13999999998,80601.95999999999,82576.78,83083.6,83233.58000000002,82594.76000000001,82944.06,82554.88,84397.69999999998,86240.51999999999,88083.34,90058.16,91768.97999999998,93743.8,95586.62,97429.44,97671.74000000002,98368.92,96526.1,98016.72,99859.54,100630.36,102341.18,102848.0,0
153.0,136.0,64264.0,143146.0,130.07999999999993,341.84000000000015,830.2399999999998,2634.32,2162.4,2609.5200000000004,4109.4400000000005,2305.3600000000006,2645.279999999999,1913.2000000000007,1313.1200000000026,1430.9599999999991,2295.040000000001,4099.119999999999,5903.199999999997,6635.279999999999,7499.360000000001,6160.559999999998,6731.519999999997,6391.599999999999,7268.32,6827.759999999995,7691.8399999999965,6012.080000000002,6028.0,5619.919999999998,5524.159999999996,6388.239999999998,8192.32,10128.399999999994,12064.479999999996,11331.440000000002,10467.36,9735.28,10207.199999999995,10628.880000000005,12696.959999999992,14633.039999999994,16701.119999999995,18505.2,20441.28,20194.64,20490.56,19890.48000000001,20285.59999999999,20350.320000000007,19029.759999999995,18754.160000000003,19321.92,19566.0,18774.08,19638.160000000003,21574.23999999999,22438.319999999992,24506.399999999998,26442.48,28510.56,30446.64,30857.28,31422.79999999999,32721.12000000001,31989.040000000008,30435.039999999997,30348.880000000005,31543.199999999983,32136.72,32519.359999999982,34587.44,36523.51999999999,38591.600000000006,40395.67999999999,42463.76000000001,43808.16,43595.919999999984,45664.0,47468.07999999999,49536.16,51472.23999999999,53540.32000000001,55476.4,57412.47999999998,59348.56,61416.63999999999,63484.72,65552.79999999999,67488.88,69556.95999999999,71493.03999999998,72225.12,74161.19999999998,76229.28,77630.64000000001,76973.44,76786.48000000001,77754.4,76981.68,78917.75999999998,79450.16,79353.91999999998,78882.0,0
174.0,147.0,61702.0,145018.0,539.46,455.0799999999999,282.3800000000001,2092.16,3917.2999999999993,2525.24,3255.779999999999,3781.68,2484.8600000000006,2452.5999999999985,2662.0600000000013,727.5200000000004,2147.0200000000004,2790.4400000000023,3608.099999999999,4206.639999999999,6141.18,6976.279999999999,6442.260000000002,6100.800000000003,5812.660000000004,5461.879999999997,5555.580000000002,6649.040000000001,6801.5,8736.04,10802.580000000002,11533.119999999995,12612.340000000004,11881.800000000005,11360.739999999998,10684.72,11881.819999999992,10512.36,11665.100000000006,12281.440000000002,14083.979999999996,14814.520000000004,16617.059999999998,18468.399999999998,18078.14,17007.320000000007,18951.22,20885.759999999995,22952.300000000003,24886.84,26953.380000000005,28755.92,30822.459999999992,30359.0,31343.539999999997,30997.92,30399.380000000005,30407.160000000003,30906.300000000003,29103.76000000001,30674.78,32741.319999999992,34675.86,36633.600000000006,38676.94,40743.48,42678.02,43408.56,45475.100000000006,47409.63999999999,49476.17999999999,51410.72,53477.26000000001,55279.79999999999,57346.34,59412.880000000005,61479.419999999984,63545.95999999999,65480.5,67415.04000000001,69481.57999999999,71416.12,73482.66,75417.20000000001,77351.73999999999,78214.28,80280.82,82083.35999999999,81873.9,81663.56,81058.98000000001,79965.51999999999,79348.06,81150.6,82953.13999999998,83815.68,85618.22,85291.23999999999,84560.70000000001,84549.84,85148.38,84381.08000000002,84509.45999999999,83316.0,0
177.0,152.0,62590.0,150510.0,1149.02,975.96,868.9400000000005,2993.92,3089.1000000000004,3328.119999999999,4332.860000000001,2778.16,3325.1800000000003,2404.2000000000007,411.2200000000012,1493.760000000002,458.7400000000016,2043.7200000000007,3904.7000000000007,5897.68,6554.660000000004,7343.639999999999,7095.379999999997,7629.5999999999985,7478.580000000002,7004.440000000002,6692.540000000001,7250.479999999996,5709.5,5931.480000000003,8056.459999999999,7021.440000000002,9014.419999999998,11139.4,10615.619999999995,12573.36,13362.339999999997,15355.320000000009,17348.300000000003,17634.72,17898.259999999995,20023.240000000005,20812.22,20529.2,21450.180000000008,21300.84,20643.86,22157.119999999995,24150.10000000001,26275.08,28268.06,30393.040000000008,32386.020000000004,32921.0,32403.98,34528.96000000001,34578.06,33642.92,34160.100000000006,34324.880000000005,36317.86,38442.84,40536.17999999999,42296.8,44157.78,46061.23999999999,46043.73999999999,47904.72,50029.70000000001,52154.67999999999,54015.66,56008.640000000014,55014.380000000005,55517.4,57347.57999999999,59340.56,61465.54000000001,63326.51999999999,65451.5,67444.48000000001,69437.45999999999,71430.44,73555.42000000001,74212.4,76337.38,78330.36000000002,77976.66,79056.32,81049.29999999999,83174.28,83652.73999999999,83856.23999999999,84777.22,85434.20000000001,83947.18,83995.84,84102.85999999999,84082.12,86075.1,88068.08000000002,89182.94,89365.95999999999,88335.01999999999,87920.0,0
221.0,193.0,89739.0,185397.0,396.6599999999999,116.68000000000028,2730.0200000000004,3067.3600000000006,2200.7000000000007,2013.9599999999991,1940.619999999999,672.7200000000012,3286.0600000000013,5635.4000000000015,6912.740000000002,7037.919999999998,6832.580000000002,5555.239999999998,6530.100000000006,4547.440000000002,5956.779999999999,7685.879999999997,7747.460000000006,7099.199999999997,5821.860000000001,5352.519999999997,4339.179999999993,6306.160000000004,8919.5,10196.839999999997,11965.819999999992,12248.479999999996,12412.86,13954.200000000012,12496.459999999992,14052.880000000005,12141.78,11911.559999999998,13067.099999999991,12234.240000000003,12307.580000000002,13716.920000000013,16330.26000000001,19075.60000000001,21688.94,23417.72,23700.37999999999,22191.039999999997,23258.300000000003,21604.359999999982,21744.98000000001,22258.320000000007,25003.660000000003,27749.0,26629.660000000003,27051.679999999997,29797.02000000002,32410.36000000001,35023.70000000001,36730.95999999999,37354.380000000005,37891.72,40637.06,43250.40000000002,45731.74000000002,48345.080000000016,47269.57999999999,49327.76000000001,51809.100000000006,54554.44,57167.78,59781.12,62394.46000000002,65139.80000000002,67753.14000000001,70498.48000000001,70200.18,72157.16,74770.5,77251.84000000003,76810.81999999998,79174.52000000002,79608.13999999998,80025.20000000001,79202.54000000001,81815.88,84429.22,84785.44,83943.90000000002,83510.75999999998,85558.58000000002,85631.92000000001,84906.73999999999,86526.6,88908.06,90106.71999999996,89901.37999999998,91399.96000000002,94013.30000000002,95142.64,95849.98000000004,98112.68,96436.66000000005,95658.0,0
282.0,237.0,111712.0,237350.0,188.04,310.0799999999999,639.880000000001,-1193.84,-2011.7999999999995,-2961.760000000002,-24.27999999999884,3069.6800000000003,4324.360000000001,6890.4000000000015,6007.559999999998,6693.520000000004,9068.519999999997,6669.440000000002,7920.5999999999985,6306.639999999999,6648.68,8017.279999999999,8835.240000000005,10857.199999999995,12879.160000000003,16070.880000000005,15307.080000000002,18174.959999999992,15733.0,15403.039999999994,15845.080000000002,15027.119999999995,14118.839999999997,16404.800000000003,18426.759999999995,21652.72,23029.319999999992,22831.36,22810.60000000001,22275.44,23450.520000000004,23372.48000000001,26730.44,28620.399999999998,31846.36000000001,32664.320000000007,32645.72,35004.23999999999,37966.20000000001,38020.16,39937.880000000005,38580.080000000016,39042.04000000001,41844.0,44265.95999999999,47491.92000000001,50849.880000000005,53135.84,55110.20000000001,56955.76000000001,58030.28,60003.67999999999,63229.640000000014,64355.600000000006,67449.56,69735.51999999999,72961.48000000001,76319.44,77445.4,79467.36000000002,80725.32,80888.72,83454.76000000001,84291.20000000001,86982.84,88191.12,91549.08000000002,94907.04,98163.0,100418.96000000002,102704.91999999998,106062.88,104291.15999999996,104677.2,106592.76,103673.27999999996,102987.32,106270.64,109628.59999999998,109521.44,109516.52000000002,109633.52000000002,110608.44,110861.59999999998,112640.36,111061.68,110472.28000000004,113434.24,116660.2,116758.16000000005,118183.88,118922.08000000002,122280.03999999998,125638.0,0
175.0,134.0,68266.0,148240.0,309.5999999999999,374.8000000000002,307.2000000000007,2471.6000000000004,3176.0,3243.5999999999985,4060.800000000001,3686.7999999999993,3661.600000000002,2970.0,2273.5999999999985,3458.800000000003,5491.200000000001,7655.600000000002,6660.0,7168.4000000000015,8479.199999999997,8722.799999999996,7762.4000000000015,7442.0,7045.599999999999,7909.199999999997,7063.200000000004,9227.600000000006,11260.0,12088.4,12020.800000000005,12849.200000000004,11682.399999999994,10854.0,11178.400000000009,11874.800000000005,11499.199999999995,13399.600000000006,15000.0,15364.400000000009,14048.800000000005,16081.199999999995,15866.399999999994,15814.0,16774.40000000001,18806.800000000003,20839.2,23003.60000000001,25036.0,27068.40000000001,28028.800000000003,26562.79999999999,25866.399999999998,26730.0,26918.40000000001,25429.2,26424.79999999999,27511.60000000001,29544.0,31708.40000000001,32083.2,32877.20000000001,34909.600000000006,34806.0,36686.4,38850.80000000002,40883.20000000001,41856.4,43744.0,44572.4,46604.80000000002,48637.20000000001,50801.600000000006,52702.0,54866.4,55694.80000000002,57727.20000000001,59891.600000000006,61908.0,62771.600000000006,64784.80000000002,66685.20000000001,68849.6,68606.0,70770.4,72802.80000000002,74835.20000000001,75795.6,76624.0,77623.6,75999.19999999998,75434.79999999999,74474.4,73646.0,75294.4,77326.80000000002,79396.79999999999,79247.6,81288.0,81907.59999999998,80968.80000000002,81797.20000000001,81610.4,79974.0,0
164.0,133.0,63972.0,156268.0,404.2600000000002,725.4799999999996,695.2199999999993,2896.959999999999,3241.300000000001,2264.4399999999987,3130.1799999999985,3904.0800000000017,3833.659999999996,2599.399999999998,2569.1399999999994,1381.1200000000026,3411.3800000000047,5441.640000000003,6340.099999999999,6177.8399999999965,6612.4200000000055,6969.319999999992,6892.940000000002,6556.799999999996,6233.460000000006,7216.279999999999,6645.980000000003,5912.240000000005,6509.499999999993,7507.239999999991,9444.979999999996,11514.719999999994,12215.540000000008,12042.199999999995,11424.060000000012,11981.679999999991,14183.419999999998,13790.840000000013,15018.899999999994,17088.639999999985,19290.37999999999,21492.119999999995,23561.859999999982,25763.59999999999,26946.660000000003,25384.920000000013,25679.180000000008,23954.56,26156.29999999999,28226.039999999997,30427.779999999984,32497.51999999999,34567.259999999995,36768.99999999999,38838.73999999999,40908.47999999998,42978.21999999999,45179.95999999999,45781.69999999998,46268.56000000001,46574.82000000001,44373.080000000016,43604.65999999999,45542.4,46540.13999999999,48609.879999999976,50811.62,52881.35999999999,54951.09999999998,57152.84,59222.57999999999,61424.31999999998,63494.06,65695.79999999999,65621.53999999998,67823.27999999997,69893.01999999999,72094.75999999998,74032.49999999997,76102.23999999999,77432.02000000002,76434.28000000003,75700.54000000001,76525.19999999998,78594.93999999997,79592.68,79081.58000000002,80384.15999999997,79714.1,78716.36000000002,78114.62000000002,79779.12,81848.85999999999,83918.59999999998,85988.33999999997,84930.07999999999,87131.81999999998,89201.55999999997,91403.3,93341.03999999998,94089.22000000004,92427.48,92634.25999999998,92296.0,0
186.0,168.0,80130.0,174850.0,908.86,899.7200000000003,621.4200000000001,1469.4400000000005,124.30000000000108,60.84000000000015,2550.0200000000004,2916.880000000001,2936.2599999999984,3486.600000000002,3086.539999999997,2023.6800000000003,1183.1800000000003,1130.0400000000009,3343.0999999999985,3528.239999999998,5945.379999999997,6821.480000000003,7884.340000000004,7088.799999999996,7097.939999999995,7107.0799999999945,7847.780000000006,6634.639999999999,6822.5,6440.360000000001,7724.779999999999,10273.919999999998,12823.059999999998,14819.800000000005,15794.660000000003,14845.520000000004,15179.619999999995,15591.240000000003,14378.100000000006,14368.960000000006,14760.179999999991,17177.319999999992,19726.459999999992,22143.59999999999,24560.73999999999,25786.12000000001,27295.01999999999,29712.15999999999,31442.70000000001,30097.56000000001,32599.579999999987,33624.72,36173.86,38591.0,41140.14,43557.28,45974.419999999984,48391.56,50808.69999999998,52021.84,51542.97999999998,49979.880000000005,51662.74000000002,49634.4,50847.53999999998,53396.67999999999,55813.81999999998,58362.95999999999,58504.100000000006,60921.23999999999,63470.380000000005,65887.51999999999,68436.66,70853.79999999999,73270.94,74484.07999999999,75697.22,76713.64000000001,75979.5,76695.36000000002,77333.78,77441.08000000002,77167.94,74949.19999999998,76062.34,78479.47999999998,80896.62,80905.75999999998,83454.9,85872.03999999998,88157.18,87138.31999999998,86800.54000000001,87420.59999999998,89705.73999999999,92254.87999999998,93343.98,92581.15999999996,91989.7,92863.44,90635.42,92161.72,92302.86,94720.0,0
184.0,163.0,70600.0,157808.0,190.57999999999996,579.1599999999999,940.2600000000002,3091.6800000000003,1939.1000000000004,2886.5200000000004,3934.06,2549.3600000000006,3243.220000000001,1316.2000000000007,3040.3799999999974,4547.040000000001,6698.459999999999,7513.880000000001,7222.699999999997,5775.279999999999,6332.139999999999,4908.440000000002,4093.019999999997,3277.5999999999985,3821.82,4769.240000000005,7052.660000000004,8795.919999999998,9936.5,8734.919999999998,9550.340000000004,9469.760000000002,8554.819999999992,8811.399999999994,10007.979999999996,8795.440000000002,9317.14,7606.279999999999,9757.699999999995,12041.119999999995,14192.540000000008,16196.039999999994,15103.380000000005,14978.800000000005,17262.22,18209.64,20361.06,21176.48000000001,23459.90000000001,23640.679999999997,25662.740000000005,27814.160000000003,30097.58,31615.0,31827.58,31776.160000000003,30960.73999999999,30898.680000000008,30950.10000000001,31114.48,29816.94,32100.36000000001,34251.78,36535.20000000001,38554.62,40706.04000000001,42989.45999999999,42863.12,44476.30000000002,46627.72,48779.140000000014,50930.56,53213.98000000001,55233.4,57384.82000000001,59668.23999999999,61951.66,64235.080000000016,64061.5,64969.92000000001,67121.34,69272.76000000001,71556.18,73707.6,75727.02000000002,75602.44,77753.86000000002,79773.28,82056.70000000001,83231.88,82152.45999999999,82541.03999999998,81461.62,81586.19999999998,81221.22,83504.64000000001,83839.94,85399.48000000001,86909.1,87294.32,87378.25999999998,86781.16,86951.41999999998,87208.0,0
