0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,label
-0.32421875,0.9459821362734274,0.8948822021484375,0.6854648466771629,-11.82482099533081,8.384574890136719,-0.0180915196736653,0.0132545232772827,2.071418784797116,4.290775782010362,3.266334533691406e-05,0.1382104754447937,-1.4307845084775557,-12.965522050857544,4.14593505859375,-0.0345792770385742,0.0605421066284179,1.9972492040131469,3.989004382931149,0.0040996074676513,0.2570396661758423,-4.586499227235115,-12.998080015182495,3.47971510887146,-0.0293664383373672,0.0403878688812255,1.6873688110465004,2.84721350449248,0.0040254592895507,0.2246465682983398,-4.833515268083203,9.0,2.694736842105263,2.0,1.955148045063684,3.822603878116345,1.0,3.0,1.5975464065013865,5.0,1.8210526315789477,2.0,0.951220239796409,0.9048199445983378,1.0,2.0,1.3904524907577835,9.0,3.568421052631579,3.0,2.283361472081975,5.213739612188364,2.0,5.0,0.9566436786292316,8.0,3.0,2.5,2.0,4.0,2.0,3.0,1.425,1.0,5.0,2.8,3.0,1.32664991614216,1.7600000000000002,2.0,3.0,0.3700366501636195,1.0,8.0,3.2,2.0,2.4819347291981715,6.16,2.0,3.0,1.2621071358631282,114.0,57.0,510.0,265.2153392330383,276.0,142.5491198293345,20320.251564117963,145.5,380.5,-0.1040994950471756,511.0,236.46242774566477,219.0,155.84016203397815,24286.15610277657,96.0,394.0,0.2173141937253894,14.0,9.61111111111111,10.5,3.7585293945739657,14.126543209876544,8.0,12.75,-0.7505242947447007,16.0,14.0,21.0,9.0,0.5333333333333333,0.4666666666666667,0.7,0.3,512.0,512.0,512.0,13.20084309577942,38.78540152967176,38.78540152967176,38.78540152967176,38.78540152967176,13.105223563736748,25.680177965935016,0
-0.2186379928315412,0.9758060401998928,0.9521974280905948,0.4481177279590385,-11.95539617538452,11.709288120269775,-0.0026527850164307,0.0240935087203979,2.444085312435922,5.973553014464999,3.5703182220458984e-05,0.1714893579483032,-1.2472246629123125,-14.960623025894163,9.634151935577393,-0.0079297260001853,0.0831608772277832,2.590167070202653,6.708965451562196,0.0095590353012084,0.2562969923019409,-2.484604125769194,-14.91990089416504,9.512939929962158,-0.0070428220849288,0.0742589235305786,2.382681034737604,5.677168913298261,0.0095642805099487,0.2676548361778259,-2.786127600646222,17.0,2.4690265486725664,2.0,1.8171785796793916,3.3021379904456096,1.0,3.0,3.3039621636844045,6.0,1.9292035398230087,2.0,1.0619469026548671,1.127731224058266,1.0,2.0,1.6042951388888895,17.0,3.008849557522124,2.0,2.2121769809547733,4.893726995066176,2.0,3.0,2.921831911197728,4.0,2.3076923076923075,2.0,0.8213137116947163,0.6745562130177516,2.0,3.0,0.211964157357963,1.0,3.0,1.8333333333333333,2.0,0.6871842709362768,0.4722222222222222,1.25,2.0,0.2282688235636078,2.0,4.0,2.7142857142857144,3.0,0.6998542122237652,0.489795918367347,2.0,3.0,0.4592793267718452,135.0,70.0,554.0,293.9529411764706,308.5,158.10014740346242,24995.65660899654,163.75,435.25,-0.1815658473925814,557.0,254.39908256880733,234.0,162.71831178445777,26477.248989984007,117.25,377.25,0.2865208439296046,18.0,11.473684210526317,12.0,3.4392230005693767,11.828254847645429,9.0,13.5,-0.3963957787485548,19.0,11.0,15.0,15.0,0.6333333333333333,0.3666666666666666,0.5,0.5,558.0,558.0,558.0,17.063232898712158,32.70189203372562,32.70189203372562,32.70189203372562,32.70189203372562,12.77600799883904,19.925884034886572,0
-0.2431506849315068,0.969988527982336,0.940877744417339,0.5013475477638532,-11.49429416656494,7.489893913269043,-0.0025633166202557,0.016982078552246,1.4485830885212323,2.098392964349713,3.0040740966796875e-05,0.1128954887390136,-2.849741704173534,-13.290318965911863,2.861983060836792,-0.0090294798759564,0.0731290578842163,1.7248612928347755,2.9751464795196543,0.0083141922950744,0.2591327428817749,-5.885495979381029,-13.24087905883789,5.140769004821777,-0.0081046750379163,0.0651065111160278,1.6076790999815167,2.5846320885173792,0.0181178450584411,0.183737576007843,-5.768633239282545,15.0,2.4232365145228214,2.0,1.799988330435515,3.239957989704034,1.0,3.0,2.829132031115936,5.0,1.8416666666666663,2.0,0.9915966361827216,0.9832638888888888,1.0,2.0,1.0899334083536345,15.0,3.0,3.0,2.193152378511785,4.809917355371901,2.0,3.0,2.3879386828632585,4.0,2.3076923076923075,2.0,0.910166120476864,0.8284023668639053,2.0,3.0,-0.0325988069680992,1.0,3.0,1.8333333333333333,2.0,0.6871842709362768,0.4722222222222222,1.25,2.0,0.2282688235636078,1.0,4.0,2.7142857142857144,3.0,0.880630571852711,0.7755102040816327,2.5,3.0,-0.6659616235894465,125.0,67.0,583.0,301.0110192837466,307.0,161.83476213935654,26190.490236702102,168.5,432.5,-0.1504873846321843,582.0,275.8778280542986,248.0,178.02447466795965,31692.71358080301,122.0,460.0,0.2318210255064172,17.0,11.05,11.0,4.2599882628946295,18.1475,8.5,14.5,-0.3100870222720162,19.0,11.0,16.0,14.0,0.6333333333333333,0.3666666666666666,0.5333333333333333,0.4666666666666667,584.0,584.0,584.0,14.040453910827637,41.59409686531816,41.59409686531816,41.59409686531816,41.59409686531816,15.740231861704306,25.853865003613866,0
-0.2348993288590604,0.9720197041735128,0.9448223053015632,0.4833221545828438,-15.006863832473757,7.5698559284210205,0.0289135764284831,0.0154229402542114,1.4249354365189435,2.0304409982474323,3.1948089599609375e-05,0.0864656567573547,-3.982124722690791,-14.81633710861206,6.7762770652771,0.0366718863809345,0.0625138282775878,1.9679843118865463,3.872962251831564,0.0125219821929931,0.2417908906936645,-4.57496867997236,-15.452370882034302,6.816922903060913,0.03831032324921,0.0674259662628173,1.7274043027552306,2.9839256251772848,0.017906367778778,0.2454782724380493,-4.614032916297546,10.0,2.384,2.0,1.6457654753943527,2.708544,1.0,3.0,1.801660847618016,5.0,1.824,2.0,0.9471135095647196,0.897024,1.0,2.0,1.091217513928245,10.0,2.944,3.0,1.9730342115634996,3.892864,1.0,3.0,1.3152584969379886,6.0,2.727272727272727,3.0,1.2128785512842122,1.4710743801652897,2.0,3.0,1.4502174926414308,1.0,3.0,2.0,2.0,0.6324555320336759,0.4,2.0,2.0,0.0,2.0,6.0,3.333333333333333,3.0,1.247219128924647,1.5555555555555556,3.0,3.0,1.4126665643942429,125.0,69.0,592.0,304.67119565217394,309.0,165.73667248105397,27468.64460509215,169.75,445.25,-0.1135277272033637,595.0,285.92543859649123,265.5,181.1805067316693,32826.37601954448,129.25,449.25,0.1717018562569887,17.0,11.4,11.0,2.956349099818896,8.739999999999998,9.0,14.0,0.3385646613483822,20.0,10.0,16.0,14.0,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.4666666666666667,596.0,596.0,596.0,15.5518479347229,38.32341998852109,38.32341998852109,38.32341998852109,38.32341998852109,14.660637176816792,23.662782811704297,0
-0.20844327176781,0.9780344587256272,0.9565514024547308,0.4262493410291703,-16.493364095687866,13.810894012451172,0.0017073777916933,0.0127429962158203,2.110462859985584,4.454053483378529,3.2901763916015625e-05,0.1037819385528564,-1.439448150625552,-13.321409940719604,13.229434967041016,-0.0028134795526663,0.0737653970718383,2.4867225399253465,6.183788990572768,0.0097713470458984,0.2627111077308655,-1.0461843180387502,-13.331369161605837,12.93008804321289,-0.0011816544966264,0.0459115505218505,2.5566192921293283,6.536302204887867,0.0120919346809387,0.2144181728363037,-0.7936460395257915,15.0,2.469055374592834,2.0,1.840952899109104,3.389107576738214,1.0,3.0,2.345281426155942,7.0,1.96078431372549,2.0,1.1311533413220358,1.279507881584006,1.0,2.0,1.5942942858116314,15.0,2.9740259740259742,2.0,2.2301011914262263,4.973351324000674,1.0,4.0,1.9189890972325168,7.0,2.5,2.0,1.5,2.25,2.0,3.0,2.074074074074074,1.0,3.0,1.8333333333333333,2.0,0.6871842709362768,0.4722222222222222,1.25,2.0,0.2282688235636078,2.0,7.0,3.1666666666666665,2.5,1.7716909687891085,3.138888888888889,2.0,3.0,1.5451132139114667,138.0,67.0,757.0,391.32096069868993,409.5,212.3508046444331,45092.86423313819,215.25,562.75,-0.1407283029937091,756.0,358.9266666666667,323.5,226.93962770354196,51501.59462222222,163.75,572.75,0.2085819009375054,18.0,11.538461538461538,11.0,3.660924318243321,13.402366863905325,9.25,14.75,-0.2735446846554547,19.0,11.0,16.0,14.0,0.6333333333333333,0.3666666666666666,0.5333333333333333,0.4666666666666667,758.0,758.0,758.0,16.49341607093811,45.95773226964295,45.95773226964295,45.95773226964295,45.95773226964295,18.189076096164754,27.768656173478192,0
-0.2223371251292657,0.974969847117978,0.9505662027892532,0.4560902591736492,-18.28937292098999,17.13316798210144,-0.0317132302363559,0.015388011932373,3.066283444495993,9.402094161990211,3.409385681152344e-05,0.0660040378570556,-0.9953589779677344,-19.63666296005249,17.8607439994812,-0.0047730298365576,0.0537984371185302,3.5127503617566167,12.339415104021242,0.0136826634407043,0.1751803159713745,-1.1172352984053768,-19.97894287109375,19.9998300075531,-0.0044078290462493,0.0446225404739379,3.7936591816789886,14.391849986737292,0.0158829092979431,0.1883463263511657,-0.9476552224023578,9.0,2.435768261964736,2.0,1.570839505596553,2.4675367523428227,1.0,3.0,1.3565626638217312,7.0,1.898989898989899,2.0,1.1633715327144174,1.3534333231302929,1.0,2.0,1.7943608468729115,9.0,2.969849246231156,3.0,1.7332386037921352,3.0041160576753105,2.0,3.5,0.9671059606453748,3.0,2.142857142857143,2.0,0.5150787536377128,0.2653061224489796,2.0,2.0,0.1920116063856564,1.0,3.0,2.0,2.0,0.5345224838248488,0.2857142857142857,2.0,2.0,0.0,2.0,3.0,2.2857142857142856,2.0,0.4517539514526256,0.2040816326530612,2.0,2.5,0.9486832980505148,139.0,65.0,966.0,501.015228426396,518.0,272.07778219665295,74026.31956504933,272.5,721.5,-0.0948393756430929,963.0,454.6835106382979,420.0,287.64293088054114,82738.45568554776,205.0,732.25,0.1578208499247673,16.0,11.393939393939394,12.0,3.609242293850725,13.026629935720845,10.0,14.0,-0.9120351535775668,16.0,14.0,21.0,9.0,0.5333333333333333,0.4666666666666667,0.7,0.3,967.0,967.0,967.0,23.37558603286743,41.36794682453488,41.36794682453488,41.36794682453488,41.36794682453488,16.085158227533725,25.282788597001147,0
-0.2649572649572649,0.9642601556355866,0.929797647746366,0.5495555601021794,-14.002896785736084,6.868309020996094,-0.0008861755395864,0.0200425386428833,1.6198102916032735,2.623785380783883,3.2901763916015625e-05,0.1523904800415039,-3.29260731440797,-13.2239351272583,3.997227907180786,0.083108061238339,0.0838139057159423,1.6075951057213422,2.5843620239392133,0.0346579551696777,0.3064391613006592,-6.196216379411777,-13.227779150009155,7.306868076324463,0.0674966258564214,0.0434606075286865,1.695385236895492,2.874331101483184,0.0201474428176879,0.229597806930542,-4.046374064400891,8.0,2.5324675324675323,2.0,1.656035130316372,2.7424523528419638,1.0,3.0,1.2698031426422594,5.0,1.8695652173913044,2.0,0.93735742457126,0.8786389413988656,1.0,2.0,1.0853106056819433,8.0,3.189655172413793,3.0,1.9294174263833803,3.722651605231867,2.0,5.0,0.6955480039197683,6.0,2.142857142857143,2.0,1.2453996981544784,1.5510204081632657,1.25,2.0,1.94701510982253,1.0,3.0,1.7142857142857142,2.0,0.6998542122237652,0.489795918367347,1.0,2.0,0.4592793267718464,1.0,6.0,2.571428571428572,2.0,1.498298354528788,2.2448979591836737,2.0,2.5,1.5186058694166156,121.0,64.0,584.0,298.2837837837838,310.5,163.41978115322962,26706.024872169462,158.25,435.0,-0.1042633364687505,582.0,281.1860465116279,267.0,177.35050774102066,31453.202595997827,123.5,448.5,0.1681407337853924,15.0,10.75,11.0,2.662235902394827,7.0875,8.75,13.0,-0.0804908814027158,18.0,12.0,15.0,15.0,0.6,0.4,0.5,0.5,585.0,585.0,585.0,14.66330599784851,39.895505153192246,39.895505153192246,39.895505153192246,39.895505153192246,14.66245061185698,25.233054541335264,0
-0.2724137931034482,0.9621801937927176,0.9257907253269916,0.566242778350381,-13.136399030685425,12.146279096603394,-0.0114396593055209,0.0177420377731323,2.3390619193998705,5.471210662786606,3.600120544433594e-05,0.1206332445144653,-1.052845209251419,-13.584399938583374,7.088330030441284,-0.0202097423148877,0.0972470045089721,2.0071565843165016,4.028677553965085,0.0208204984664917,0.2841517329216003,-4.543372115659999,-13.312232971191406,6.535737037658691,-0.0031921468629427,0.0562801361083984,1.87785315249716,3.526332462343521,0.0191584825515747,0.2533409595489502,-5.235662321859506,9.0,2.636363636363636,2.0,1.787467852106451,3.19504132231405,1.0,3.0,1.605654592545476,6.0,1.9181818181818184,2.0,1.001197629948691,1.002396694214876,1.0,2.0,1.6316303326572763,9.0,3.3545454545454545,3.0,2.0871309739638617,4.356115702479339,2.0,5.0,1.042331751097283,8.0,3.0,3.0,1.7888543819998317,3.2,2.0,3.0,1.99149804246075,1.0,3.0,2.0,2.0,0.6324555320336759,0.4,2.0,2.0,0.0,3.0,8.0,4.0,3.0,2.0,4.0,3.0,3.0,1.5,118.0,61.0,577.0,297.3360433604336,302.0,162.80473890467456,26505.38300981926,167.0,428.0,-0.1018573563098685,579.0,275.7962085308057,260.0,174.38471710297458,30410.02955908448,126.5,440.5,0.1755450129347194,16.0,10.55,11.5,3.5703641270884408,12.747500000000002,8.0,13.0,-0.3548364885497185,20.0,10.0,13.0,17.0,0.6666666666666666,0.3333333333333333,0.4333333333333333,0.5666666666666667,580.0,580.0,580.0,15.500092029571531,37.41913266666152,37.41913266666152,37.41913266666152,37.41913266666152,13.612822401147552,23.806310265513968,0
-0.2187958883994126,0.9757706488819552,0.9521283592195116,0.4484576137847771,-10.693956851959229,9.48633098602295,-0.005642156087643,0.0155589580535888,1.8115810200767308,3.281825792302248,3.1948089599609375e-05,0.1087889671325683,-1.601956338754772,-11.1859610080719,4.027064085006714,-0.0130214562673054,0.0775578022003173,1.6171014148963725,2.61501698605985,0.0203689336776733,0.2149369716644287,-5.260900309216877,-11.293669939041138,4.264838933944702,-0.0116937134716961,0.0576090812683105,1.5492066684792327,2.400041301660523,0.0158700942993164,0.1991779804229736,-5.5106149699073645,11.0,2.372822299651568,2.0,1.6686367131936504,2.7843484806177083,1.0,3.0,2.0761271783692954,7.0,1.86013986013986,2.0,1.0877666772224204,1.1832363440755054,1.0,2.0,1.8765523471218624,11.0,2.8819444444444446,2.0,1.9631908825577875,3.854118441358024,2.0,3.0,1.684901712296602,4.0,2.142857142857143,2.0,0.9147320339189786,0.8367346938775514,2.0,2.0,0.8341964354537735,1.0,4.0,2.0,2.0,0.9258200997725514,0.8571428571428571,1.5,2.0,1.0801234497346437,1.0,4.0,2.2857142857142856,2.0,0.880630571852711,0.7755102040816328,2.0,2.5,0.6659616235894465,131.0,70.0,680.0,349.5493975903614,355.0,190.5165504453957,36296.555993613,195.0,506.0,-0.0746812910423927,678.0,325.1015037593985,307.5,204.81444251419472,41948.95586240037,145.25,514.75,0.1234079796115608,18.0,11.565217391304348,13.0,3.932319671163482,15.463137996219276,8.0,14.5,-0.0730873941595352,16.0,14.0,17.0,13.0,0.5333333333333333,0.4666666666666667,0.5666666666666667,0.4333333333333333,681.0,681.0,681.0,15.034625053405762,45.2954428581333,45.2954428581333,45.2954428581333,45.2954428581333,17.692493098771596,27.602949759361703,0
-0.2168486739469578,0.97620523078267,0.952976652607446,0.4442686171085154,-15.24354600906372,11.497606992721558,-0.0029197193983662,0.0150455236434936,1.911638765171159,3.654362768505114,3.510713577270508e-05,0.1172824501991272,-3.7703798006700056,-12.741976022720335,10.144572973251345,-0.0074354630929452,0.0541310310363769,1.9547388686788656,3.821004044723931,0.008194625377655,0.2712464332580566,-2.2145945614549167,-12.257880926132202,10.575820922851562,-0.0064569613972648,0.0460200309753418,2.18623081379555,4.779605171189153,0.0134198665618896,0.2425549030303955,-1.8797693616695277,13.0,2.484496124031008,2.0,1.7347765136496858,3.009449552310558,1.0,3.0,2.070694422522694,8.0,1.945736434108527,2.0,1.1500595031412848,1.322636860765579,1.0,2.0,2.03235764236096,13.0,3.0232558139534884,3.0,2.0287282314013386,4.115738236884803,2.0,4.0,1.6785207111472005,7.0,2.727272727272727,2.0,1.4826824027545538,2.1983471074380168,2.0,3.0,1.9804861672386576,1.0,3.0,2.0,2.0,0.6324555320336759,0.4,2.0,2.0,0.0,2.0,7.0,3.333333333333333,3.0,1.699673171197595,2.888888888888889,2.25,3.0,1.5085856549091077,130.0,62.0,639.0,327.79487179487177,334.5,178.71885663603396,31940.429717291256,178.25,476.75,-0.1188304902909026,640.0,307.8884462151394,287.0,193.83482593947903,37571.939746988144,134.5,496.0,0.1729612721408317,19.0,11.409090909090908,11.5,3.5631841085938203,12.696280991735536,9.0,14.0,0.1092116480118828,20.0,10.0,15.0,15.0,0.6666666666666666,0.3333333333333333,0.5,0.5,641.0,641.0,641.0,16.491881132125854,38.8676097568606,38.8676097568606,38.8676097568606,38.8676097568606,15.219610060798766,23.647999696061827,0
